Transcript	Length
CNAG_03266T0	1910
CNAG_03267T0	2583
CNAG_03268T0	986
CNAG_03269T0	2841
CNAG_03270T0	2501
CNAG_03271T0	2331
CNAG_03272T0	2458
CNAG_03273T0	6473
CNAG_03274T0	1648
CNAG_03275T0	2820
CNAG_03275T1	2108
CNAG_03276T0	1502
CNAG_03277T0	1235
CNAG_03279T0	2934
CNAG_03280T0	1949
CNAG_03280T1	1949
CNAG_03281T0	2048
CNAG_03281T1	2048
CNAG_03281T2	2048
CNAG_03282T0	1622
CNAG_03283T0	1143
CNAG_03284T0	1593
CNAG_03285T0	1942
CNAG_03286T0	1165
CNAG_03287T0	1048
CNAG_03288T0	2413
CNAG_03289T0	2283
CNAG_03290T0	3773
CNAG_03291T0	1318
CNAG_03292T0	2409
CNAG_03292T1	2042
CNAG_03293T0	907
CNAG_03294T0	1839
CNAG_03295T0	3906
CNAG_03296T0	1772
CNAG_03297T0	2023
CNAG_03298T0	911
CNAG_03299T0	3652
CNAG_03300T0	1460
CNAG_03301T0	807
CNAG_03302T0	2161
CNAG_03303T0	1690
CNAG_03304T0	2016
CNAG_03305T0	2518
CNAG_03306T0	1313
CNAG_03307T0	1094
CNAG_03308T0	3924
CNAG_03309T0	856
CNAG_03310T0	1223
CNAG_03311T0	2079
CNAG_03312T0	1275
CNAG_03313T0	1965
CNAG_03313T1	1965
CNAG_03314T0	3427
CNAG_03314T1	3427
CNAG_03315T0	1278
CNAG_03316T0	2036
CNAG_03317T0	1899
CNAG_03318T0	1299
CNAG_03319T0	3733
CNAG_03320T0	2910
CNAG_03321T0	2998
CNAG_03322T0	1917
CNAG_03323T0	881
CNAG_03324T0	2375
CNAG_03325T0	3239
CNAG_03326T0	3708
CNAG_03327T0	1495
CNAG_03328T0	2216
CNAG_03329T0	1909
CNAG_03330T0	1883
CNAG_03331T0	2059
CNAG_03332T0	1467
CNAG_03333T0	3097
CNAG_03335T0	1856
CNAG_03336T0	4216
CNAG_03337T0	1090
CNAG_03338T0	1331
CNAG_03338T1	1331
CNAG_03339T0	2856
CNAG_03339T1	2856
CNAG_03340T0	1716
CNAG_03341T0	3210
CNAG_03342T0	2061
CNAG_03343T0	1303
CNAG_03344T0	2552
CNAG_03345T0	7820
CNAG_03345T1	7820
CNAG_03346T0	2049
CNAG_03347T0	2829
CNAG_03348T0	3182
CNAG_03349T0	3159
CNAG_03352T0	792
CNAG_03353T0	1298
CNAG_03354T0	1563
CNAG_03355T0	8007
CNAG_03356T0	1525
CNAG_03357T0	2179
CNAG_03358T0	2548
CNAG_03359T0	571
CNAG_03360T0	1890
CNAG_03361T0	1900
CNAG_03362T0	2110
CNAG_03363T0	1151
CNAG_03364T0	1045
CNAG_03365T0	1590
CNAG_03365T1	1590
CNAG_03366T0	7378
CNAG_03366T1	5100
CNAG_03367T0	2596
CNAG_03368T0	8704
CNAG_03368T1	8704
CNAG_03369T0	4024
CNAG_03370T0	5042
CNAG_03372T0	3375
CNAG_03373T0	1330
CNAG_03374T0	883
CNAG_03375T0	1700
CNAG_03376T0	3639
CNAG_03376T1	3639
CNAG_03377T0	1073
CNAG_03378T0	2999
CNAG_03379T0	1630
CNAG_03380T0	1205
CNAG_03381T0	2142
CNAG_03382T0	5043
CNAG_03383T0	2409
CNAG_03384T0	1224
CNAG_03385T0	2046
CNAG_03386T0	1874
CNAG_03387T0	2407
CNAG_03388T0	3565
CNAG_03389T0	2301
CNAG_03390T0	3027
CNAG_03391T0	1691
CNAG_03392T0	5079
CNAG_03393T0	1553
CNAG_03394T0	1703
CNAG_03395T0	1312
CNAG_03396T0	2226
CNAG_03397T0	2384
CNAG_03398T0	1878
CNAG_03399T0	6961
CNAG_03400T0	1961
CNAG_03401T0	2925
CNAG_03402T0	2455
CNAG_03403T0	1476
CNAG_03404T0	3990
CNAG_03404T1	3990
CNAG_03405T0	2797
CNAG_03406T0	2400
CNAG_03407T0	1272
CNAG_03408T0	2902
CNAG_03409T0	4061
CNAG_03410T0	1151
CNAG_03411T0	1487
CNAG_03412T0	2591
CNAG_03413T0	2474
CNAG_03414T0	1402
CNAG_03414T1	1402
CNAG_03415T0	1087
CNAG_03416T0	975
CNAG_03417T0	2528
CNAG_03418T0	4656
CNAG_03419T0	2369
CNAG_03420T0	2625
CNAG_03421T0	2266
CNAG_03422T0	3330
CNAG_03423T0	5109
CNAG_03424T0	916
CNAG_03425T0	3590
CNAG_03426T0	1928
CNAG_03427T0	3535
CNAG_03427T1	3535
CNAG_03431T0	2770
CNAG_03432T0	2617
CNAG_03432T1	2617
CNAG_03433T0	2302
CNAG_03434T0	3507
CNAG_03435T0	908
CNAG_03436T0	2620
CNAG_03436T1	2620
CNAG_03437T0	975
CNAG_03438T0	2735
CNAG_03439T0	1294
CNAG_03440T0	2248
CNAG_03441T0	2116
CNAG_03442T0	2282
CNAG_03443T0	1039
CNAG_03444T0	1375
CNAG_03445T0	1066
CNAG_03446T0	2074
CNAG_03447T0	3930
CNAG_03448T0	2421
CNAG_03449T0	1610
CNAG_03449T1	1610
CNAG_03450T0	6356
CNAG_03451T0	3529
CNAG_03452T0	2122
CNAG_03453T0	4066
CNAG_03454T0	1653
CNAG_03455T0	2364
CNAG_03455T1	2364
CNAG_03456T0	1475
CNAG_03457T0	2483
CNAG_03458T0	1347
CNAG_03459T0	2178
CNAG_03460T0	1294
CNAG_03461T0	2441
CNAG_03461T1	2441
CNAG_03463T0	3086
CNAG_03464T0	3135
CNAG_03465T0	4882
CNAG_03466T0	5226
CNAG_03467T0	4788
CNAG_03468T0	2795
CNAG_03473T0	2815
CNAG_03474T0	2374
CNAG_03475T0	3235
CNAG_03476T0	3350
CNAG_03477T0	1860
CNAG_03478T0	4231
CNAG_03479T0	4128
CNAG_03480T0	3976
CNAG_03481T0	1470
CNAG_03482T0	1640
CNAG_03482T1	1640
CNAG_03483T0	1322
CNAG_03484T0	2474
CNAG_03485T0	3749
CNAG_03486T0	1707
CNAG_03487T0	2308
CNAG_03488T0	2368
CNAG_03489T0	1450
CNAG_03490T0	1799
CNAG_03491T0	1235
CNAG_03492T0	2048
CNAG_03493T0	1717
CNAG_03494T0	3265
CNAG_03495T0	1307
CNAG_03496T0	2269
CNAG_03497T0	1336
CNAG_03498T0	3236
CNAG_03498T1	3236
CNAG_03498T2	3236
CNAG_03499T0	2191
CNAG_03500T0	6409
CNAG_03502T0	3429
CNAG_03503T0	5642
CNAG_03503T1	5642
CNAG_03504T0	8043
CNAG_03507T0	1725
CNAG_03508T0	925
CNAG_03509T0	1974
CNAG_03510T0	1852
CNAG_03511T0	1299
CNAG_03512T0	1925
CNAG_03513T0	1396
CNAG_03516T0	3488
CNAG_03517T0	3301
CNAG_03518T0	2374
CNAG_03519T0	3088
CNAG_03519T1	3088
CNAG_03519T2	3088
CNAG_03520T0	2594
CNAG_03521T0	797
CNAG_03522T0	1705
CNAG_03523T0	1644
CNAG_03523T1	1644
CNAG_03524T0	6848
CNAG_03525T0	3807
CNAG_03526T0	1044
CNAG_03527T0	3730
CNAG_03528T0	4303
CNAG_03531T0	1520
CNAG_03532T0	1091
CNAG_03533T0	3604
CNAG_03534T0	958
CNAG_03534T1	958
CNAG_03538T0	652
CNAG_03539T0	2740
CNAG_03540T0	2587
CNAG_03541T0	1823
CNAG_03542T0	1916
CNAG_03543T0	3930
CNAG_03543T1	3930
CNAG_03544T0	1462
CNAG_03545T0	2452
CNAG_03545T1	2452
CNAG_03545T2	2452
CNAG_03546T0	726
CNAG_03547T0	1180
CNAG_03548T0	2517
CNAG_03550T0	2076
CNAG_03551T0	1164
CNAG_03551T1	1164
CNAG_03552T0	2525
CNAG_03553T0	4000
CNAG_03554T0	4453
CNAG_03555T0	1548
CNAG_03556T0	2662
CNAG_03557T0	2859
CNAG_03558T0	1367
CNAG_03559T0	2455
CNAG_03560T0	2312
CNAG_03561T0	3219
CNAG_03562T0	1832
CNAG_03563T0	3098
CNAG_03564T0	1785
CNAG_03565T0	4890
CNAG_03566T0	1643
CNAG_03567T0	2562
CNAG_03569T0	1083
CNAG_03570T0	1328
CNAG_03572T0	1917
CNAG_03573T0	2086
CNAG_03575T0	3528
CNAG_03576T0	1392
CNAG_03577T0	2829
CNAG_03578T0	1723
CNAG_03582T0	3649
CNAG_03583T0	3321
CNAG_03584T0	1930
CNAG_03586T0	2332
CNAG_03587T0	4525
CNAG_03588T0	4705
CNAG_03589T0	1280
CNAG_03590T0	1576
CNAG_03591T0	2066
CNAG_03592T0	2425
CNAG_03595T0	4184
CNAG_03596T0	2134
CNAG_03597T0	4195
CNAG_03597T1	4195
CNAG_03598T0	1813
CNAG_03599T0	3666
CNAG_03600T0	5427
CNAG_03602T0	3139
CNAG_03603T0	2016
CNAG_03604T0	1513
CNAG_03605T0	1948
CNAG_03606T0	4632
CNAG_03607T0	2086
CNAG_03608T0	3141
CNAG_03609T0	2572
CNAG_03610T0	1810
CNAG_03612T0	1981
CNAG_03613T0	1533
CNAG_03614T0	1251
CNAG_03617T0	1480
CNAG_03618T0	1530
CNAG_03619T0	4203
CNAG_03620T0	4576
CNAG_03621T0	1413
CNAG_03621T1	1413
CNAG_03622T0	8141
CNAG_03622T1	8141
CNAG_03623T0	1527
CNAG_03624T0	2184
CNAG_03625T0	3419
CNAG_03626T0	4739
CNAG_03627T0	951
CNAG_03628T0	2646
CNAG_03629T0	2742
CNAG_03630T0	1073
CNAG_03631T0	1356
CNAG_03632T0	1526
CNAG_03633T0	3181
CNAG_03634T0	2671
CNAG_03635T0	2113
CNAG_03636T0	832
CNAG_03637T0	3373
CNAG_03638T0	3795
CNAG_03639T0	1757
CNAG_03640T0	1897
CNAG_03641T0	2005
CNAG_03642T0	1165
CNAG_03643T0	788
CNAG_03644T0	2838
CNAG_03645T0	4036
CNAG_03645T1	4036
CNAG_03646T0	1301
CNAG_03647T0	1421
CNAG_03648T0	6089
CNAG_03649T0	1311
CNAG_03650T0	1197
CNAG_03651T0	1436
CNAG_03652T0	1384
CNAG_03653T0	2934
CNAG_03654T0	4054
CNAG_03655T0	6893
CNAG_03655T1	6893
CNAG_03656T0	941
CNAG_03657T0	5355
CNAG_03658T0	1300
CNAG_03659T0	3235
CNAG_03660T0	1632
CNAG_03661T0	1190
CNAG_03661T1	1190
CNAG_03662T0	928
CNAG_03663T0	2653
CNAG_03664T0	2245
CNAG_03665T0	3613
CNAG_03666T0	2622
CNAG_03667T0	1223
CNAG_03668T0	1417
CNAG_03669T0	4237
CNAG_03670T0	3814
CNAG_03671T0	1450
CNAG_03672T0	1116
CNAG_03673T0	2913
CNAG_03674T0	3713
CNAG_03675T0	2607
CNAG_03676T0	2647
CNAG_03677T0	3062
CNAG_03678T0	2049
CNAG_03679T0	835
CNAG_03679T1	835
CNAG_03680T0	4168
CNAG_03680T1	4168
CNAG_03681T0	2791
CNAG_03682T0	933
CNAG_03683T0	1284
CNAG_03684T0	3176
CNAG_03685T0	1687
CNAG_03686T0	1574
CNAG_03687T0	1689
CNAG_03688T0	1038
CNAG_03689T0	3204
CNAG_03692T0	2579
CNAG_03693T0	968
CNAG_03694T0	1983
CNAG_03695T0	2160
CNAG_03696T0	2769
CNAG_03697T0	3709
CNAG_03698T0	1834
CNAG_03699T0	4164
CNAG_03700T0	1899
CNAG_03701T0	5677
CNAG_03702T0	2059
CNAG_03702T1	2059
CNAG_03703T0	742
CNAG_03704T0	177
CNAG_03705T0	1425
CNAG_03706T0	2578
CNAG_03707T0	2818
CNAG_03708T0	1408
CNAG_03709T0	3652
CNAG_03710T0	4289
CNAG_03711T0	3030
CNAG_03712T0	2678
CNAG_03713T0	3029
CNAG_03713T1	3029
CNAG_03714T0	3370
CNAG_03715T0	1966
CNAG_03716T0	1909
CNAG_03716T1	1909
CNAG_03717T0	1349
CNAG_03718T0	2956
CNAG_03719T0	2821
CNAG_03720T0	2153
CNAG_03720T1	2153
CNAG_03721T0	1464
CNAG_03722T0	2250
CNAG_03723T0	3443
CNAG_03724T0	2561
CNAG_03725T0	1516
CNAG_03726T0	3605
CNAG_03726T1	3605
CNAG_03727T0	4934
CNAG_03728T0	977
CNAG_03729T0	3311
CNAG_03729T1	3311
CNAG_03730T0	1022
CNAG_03731T0	2264
CNAG_03731T1	2264
CNAG_03732T0	1520
CNAG_03733T0	4316
CNAG_03734T0	3577
CNAG_03734T1	3577
CNAG_03734T2	3577
CNAG_03735T0	3183
CNAG_03738T0	1327
CNAG_03739T0	1299
CNAG_03740T0	1530
CNAG_03741T0	1129
CNAG_03742T0	5884
CNAG_03743T0	2309
CNAG_03744T0	1084
CNAG_03745T0	2985
CNAG_03746T0	1478
CNAG_03747T0	1430
CNAG_03748T0	9261
CNAG_03751T0	2297
CNAG_03752T0	2813
CNAG_03753T0	2226
CNAG_03754T0	1374
CNAG_03755T0	1800
CNAG_03756T0	4752
CNAG_03756T1	4752
CNAG_03759T0	922
CNAG_03760T0	3257
CNAG_03761T0	3826
CNAG_03762T0	3103
CNAG_03763T0	7565
CNAG_03764T0	1468
CNAG_03765T0	3776
CNAG_03766T0	1209
CNAG_03767T0	5131
CNAG_03768T0	4554
CNAG_03768T1	4554
CNAG_03769T0	2767
CNAG_03770T0	638
CNAG_03771T0	4212
CNAG_03771T1	4212
CNAG_03772T0	2610
CNAG_03775T0	3612
CNAG_03775T1	3612
CNAG_03775T2	3612
CNAG_03776T0	2960
CNAG_03777T0	2458
CNAG_03779T0	2774
CNAG_03779T1	2774
CNAG_03780T0	1370
CNAG_03781T0	3555
CNAG_03782T0	1474
CNAG_03783T0	3728
CNAG_03784T0	2694
CNAG_03785T0	4219
CNAG_03786T0	2430
CNAG_03787T0	2302
CNAG_03788T0	2167
CNAG_03789T0	1153
CNAG_03790T0	1926
CNAG_03791T0	3885
CNAG_03792T0	1987
CNAG_03793T0	1332
CNAG_03793T1	1332
CNAG_03794T0	2028
CNAG_03795T0	1495
CNAG_03796T0	3223
CNAG_03797T0	906
CNAG_03798T0	258
CNAG_03805T0	2252
CNAG_03806T0	1876
CNAG_03806T1	1876
CNAG_03807T0	1797
CNAG_03807T1	1797
CNAG_03808T0	2446
CNAG_03809T0	2592
CNAG_03810T0	1168
CNAG_03811T0	2987
CNAG_03812T0	1619
CNAG_03813T0	1014
CNAG_03814T0	1007
CNAG_03814T1	1007
CNAG_03815T0	2291
CNAG_03816T0	1249
CNAG_03817T0	1322
CNAG_03818T0	4398
CNAG_03819T0	1799
CNAG_03820T0	3294
CNAG_03821T0	3995
CNAG_03822T0	1605
CNAG_03823T0	924
CNAG_03824T0	1744
CNAG_03825T0	2139
CNAG_03825T1	2139
CNAG_03826T0	2326
CNAG_03827T0	3594
CNAG_03828T0	2199
CNAG_03829T0	2673
CNAG_03830T0	1695
CNAG_03830T1	1695
CNAG_03830T2	1695
CNAG_03831T0	619
CNAG_03832T0	3136
CNAG_03833T0	1428
CNAG_03834T0	1624
CNAG_03835T0	1314
CNAG_03836T0	4342
CNAG_03836T1	4342
CNAG_03837T0	1575
CNAG_03838T0	3313
CNAG_03839T0	4466
CNAG_03839T1	4466
CNAG_03839T2	4466
CNAG_03840T0	1497
CNAG_03841T0	3734
CNAG_03842T0	2648
CNAG_03843T0	5067
CNAG_03843T1	5067
CNAG_03844T0	3573
CNAG_03845T0	2276
CNAG_03846T0	2470
CNAG_03847T0	1156
CNAG_03848T0	1947
CNAG_03848T1	1947
CNAG_03849T0	3808
CNAG_03850T0	3839
CNAG_03851T0	2204
CNAG_03852T0	1056
CNAG_03853T0	1384
CNAG_03854T0	2132
CNAG_03855T0	1959
CNAG_03856T0	2484
CNAG_03857T0	1343
CNAG_03858T0	1618
CNAG_03859T0	3884
CNAG_03859T1	3884
CNAG_03861T0	1674
CNAG_03862T0	1070
CNAG_03863T0	1850
CNAG_03863T1	1850
CNAG_03864T0	2159
CNAG_03865T0	1712
CNAG_03866T0	2361
CNAG_03867T0	1085
CNAG_03868T0	2770
CNAG_03869T0	1865
CNAG_03870T0	2174
CNAG_03871T0	1216
CNAG_03872T0	3589
CNAG_03873T0	2113
CNAG_03873T1	2113
CNAG_03874T0	3092
CNAG_03875T0	2042
CNAG_03876T0	3043
CNAG_03876T1	3043
CNAG_03876T2	3043
CNAG_03876T3	3043
CNAG_03876T4	3043
CNAG_03877T0	2507
CNAG_03877T1	2507
CNAG_03878T0	1666
CNAG_03881T0	3330
CNAG_03882T0	2049
CNAG_03883T0	1162
CNAG_03883T1	1162
CNAG_03884T0	4887
CNAG_03885T0	1570
CNAG_03886T0	3684
CNAG_03887T0	1031
CNAG_03888T0	4356
CNAG_03889T0	2467
CNAG_03890T0	1607
CNAG_03891T0	2144
CNAG_03892T0	995
CNAG_03893T0	3131
CNAG_03894T0	4137
CNAG_03896T0	2654
CNAG_03897T0	1259
CNAG_03898T0	1124
CNAG_03899T0	2938
CNAG_03900T0	1589
CNAG_03901T0	2237
CNAG_03902T0	2733
CNAG_03903T0	5146
CNAG_03904T0	2581
CNAG_03905T0	1008
CNAG_03906T0	2214
CNAG_03907T0	3444
CNAG_03908T0	2886
CNAG_03909T0	2462
CNAG_03910T0	3094
CNAG_03911T0	4506
CNAG_03912T0	2236
CNAG_03912T1	2236
CNAG_03913T0	1476
CNAG_03913T1	1476
CNAG_03914T0	3598
CNAG_03914T1	3598
CNAG_03915T0	2503
CNAG_03916T0	2324
CNAG_03917T0	2902
CNAG_03918T0	4245
CNAG_03919T0	631
CNAG_03920T0	2059
CNAG_03921T0	2605
CNAG_03922T0	1610
CNAG_03923T0	3432
CNAG_03924T0	1383
CNAG_03925T0	1411
CNAG_03926T0	1824
CNAG_03927T0	795
CNAG_03928T0	2896
CNAG_03929T0	2165
CNAG_03930T0	1006
CNAG_03931T0	1701
CNAG_03932T0	3047
CNAG_03933T0	4094
CNAG_03934T0	3102
CNAG_03935T0	3445
CNAG_03936T0	1423
CNAG_03937T0	919
CNAG_03938T0	2873
CNAG_03939T0	2516
CNAG_03940T0	2804
CNAG_03941T0	1365
CNAG_03942T0	6950
CNAG_03944T0	2158
CNAG_03945T0	1834
CNAG_03946T0	3656
CNAG_03946T1	3656
CNAG_03948T0	2056
CNAG_03949T0	1428
CNAG_03950T0	5035
CNAG_03951T0	869
CNAG_03952T0	1317
CNAG_03953T0	2098
CNAG_03953T1	2098
CNAG_03954T0	1145
CNAG_03955T0	2602
CNAG_03956T0	1666
CNAG_03957T0	1559
CNAG_03958T0	1238
CNAG_03959T0	1736
CNAG_03960T0	3052
CNAG_03961T0	1638
CNAG_03962T0	3801
CNAG_03963T0	1237
CNAG_03964T0	1341
CNAG_03965T0	1166
CNAG_03966T0	4177
CNAG_03967T0	2101
CNAG_03968T0	1263
CNAG_03971T0	530
CNAG_03972T0	473
CNAG_03973T0	3992
CNAG_03974T0	1679
CNAG_03975T0	2771
CNAG_03976T0	1845
CNAG_03977T0	2781
CNAG_03978T0	2352
CNAG_03979T0	1477
CNAG_03980T0	1299
CNAG_03980T1	1299
CNAG_03981T0	2274
CNAG_03982T0	1236
CNAG_03983T0	1621
CNAG_03984T0	1370
CNAG_03985T0	1057
CNAG_03986T0	1296
CNAG_03987T0	3578
CNAG_03988T0	2368
CNAG_03989T0	3118
CNAG_03990T0	1123
CNAG_03991T0	2130
CNAG_03992T0	2862
CNAG_03992T1	2862
CNAG_03993T0	1506
CNAG_03994T0	1461
CNAG_03995T0	917
CNAG_03996T0	2560
CNAG_03997T0	1418
CNAG_03998T0	2427
CNAG_03999T0	1201
CNAG_04000T0	1650
CNAG_04001T0	1589
CNAG_04002T0	1564
CNAG_04003T0	4673
CNAG_04004T0	1493
CNAG_04005T0	4030
CNAG_04005T1	4030
CNAG_04006T0	3807
CNAG_04007T0	2230
CNAG_04008T0	1830
CNAG_04009T0	3847
CNAG_04010T0	1839
CNAG_04011T0	1185
CNAG_04012T0	3028
CNAG_04013T0	3067
CNAG_04014T0	1668
CNAG_04015T0	2009
CNAG_04016T0	2100
CNAG_04017T0	1249
CNAG_04018T0	2655
CNAG_04021T0	1487
CNAG_04022T0	3738
CNAG_04023T0	3217
CNAG_04024T0	2822
CNAG_04025T0	1811
CNAG_04026T0	3586
CNAG_04027T0	1372
CNAG_04028T0	2405
CNAG_04028T1	2405
CNAG_04029T0	2781
CNAG_04030T0	1279
CNAG_04030T1	1279
CNAG_04031T0	1486
CNAG_04032T0	3183
CNAG_04033T0	3571
CNAG_04034T0	1326
CNAG_04035T0	1855
CNAG_04036T0	3863
CNAG_04037T0	819
CNAG_04038T0	2869
CNAG_04039T0	1363
CNAG_04040T0	4148
CNAG_04040T1	4148
CNAG_04041T0	3766
CNAG_04042T0	1373
CNAG_04043T0	1417
CNAG_04044T0	1824
CNAG_04045T0	813
CNAG_04046T0	1059
CNAG_04047T0	3561
CNAG_04047T1	3561
CNAG_04048T0	1868
CNAG_04049T0	2890
CNAG_04050T0	1315
CNAG_04051T0	6100
CNAG_04052T0	2912
CNAG_04053T0	2115
CNAG_04054T0	1456
CNAG_04055T0	1824
CNAG_04056T0	1522
CNAG_04059T0	1429
CNAG_04060T0	1612
CNAG_04062T0	3127
CNAG_04063T0	1201
CNAG_04064T0	1431
CNAG_04065T0	1049
CNAG_04065T1	1049
CNAG_04066T0	993
CNAG_04067T0	2304
CNAG_04068T0	1452
CNAG_04069T0	5988
CNAG_04070T0	3958
CNAG_04071T0	1407
CNAG_04072T0	1294
CNAG_04073T0	4843
CNAG_04074T0	3577
CNAG_04076T0	736
CNAG_04077T0	953
CNAG_04078T0	1635
CNAG_04079T0	1876
CNAG_04080T0	1646
CNAG_04081T0	1052
CNAG_04082T0	2862
CNAG_04083T0	4108
CNAG_04083T1	4108
CNAG_04084T0	1592
CNAG_04085T0	3779
CNAG_04085T1	3779
CNAG_04086T0	2382
CNAG_04087T0	2216
CNAG_04088T0	916
CNAG_04089T0	1254
CNAG_04090T0	3291
CNAG_04091T0	1287
CNAG_04092T0	3119
CNAG_04093T0	3061
CNAG_04094T0	736
CNAG_04095T0	2979
CNAG_04096T0	2693
CNAG_04097T0	1504
CNAG_04098T0	6361
CNAG_04099T0	1621
CNAG_04100T0	3885
CNAG_04101T0	1941
CNAG_04102T0	1980
CNAG_04103T0	2576
CNAG_04104T0	2063
CNAG_04105T0	615
CNAG_04106T0	1949
CNAG_04107T0	1320
CNAG_04108T0	2817
CNAG_04109T0	1616
CNAG_04110T0	1332
CNAG_04111T0	2199
CNAG_04112T0	2114
CNAG_04113T0	4893
CNAG_04114T0	2070
CNAG_04115T0	3097
CNAG_04116T0	1331
CNAG_04116T1	1331
CNAG_04117T0	3169
CNAG_04118T0	4015
CNAG_04119T0	5450
CNAG_04120T0	3804
CNAG_04121T0	843
CNAG_04121T1	843
CNAG_04122T0	1820
CNAG_04124T0	2568
CNAG_04126T0	2343
CNAG_04127T0	1307
CNAG_04128T0	1601
CNAG_04129T0	1362
CNAG_04130T0	3196
CNAG_04131T0	5070
CNAG_04132T0	2187
CNAG_04132T1	2187
CNAG_04133T0	1701
CNAG_04136T0	4456
CNAG_04137T0	3851
CNAG_04138T0	747
CNAG_04139T0	1231
CNAG_04140T0	394
CNAG_04141T0	2839
CNAG_04142T0	2171
CNAG_04143T0	2264
CNAG_04143T1	2264
CNAG_04146T0	3277
CNAG_04147T0	1741
CNAG_04148T0	3030
CNAG_04149T0	3121
CNAG_04150T0	3965
CNAG_04151T0	4839
CNAG_04152T0	1968
CNAG_04153T0	1099
CNAG_04154T0	1116
CNAG_04155T0	1028
CNAG_04156T0	1336
CNAG_04157T0	1583
CNAG_04158T0	3842
CNAG_04159T0	2580
CNAG_04160T0	1729
CNAG_04160T1	1729
CNAG_04161T0	2710
CNAG_04162T0	2721
CNAG_04163T0	3679
CNAG_04164T0	2298
CNAG_04165T0	1210
CNAG_04166T0	3724
CNAG_04166T1	1269
CNAG_04167T0	1887
CNAG_04168T0	2054
CNAG_04169T0	874
CNAG_04170T0	2407
CNAG_04171T0	1549
CNAG_04172T0	3395
CNAG_04173T0	2861
CNAG_04174T0	4245
CNAG_04175T0	3704
CNAG_04175T1	3704
CNAG_04176T0	5043
CNAG_04177T0	1717
CNAG_04177T1	1717
CNAG_04178T0	2207
CNAG_04179T0	2421
CNAG_04180T0	1019
CNAG_04181T0	1729
CNAG_04182T0	920
CNAG_04183T0	3732
CNAG_04184T0	3824
CNAG_04185T0	1414
CNAG_04186T0	1260
CNAG_04187T0	2162
CNAG_04188T0	1952
CNAG_04189T0	3067
CNAG_04190T0	3657
CNAG_04191T0	3888
CNAG_04192T0	4833
CNAG_04193T0	971
CNAG_04194T0	1600
CNAG_04195T0	1593
CNAG_04196T0	1904
CNAG_04197T0	4441
CNAG_04198T0	3498
CNAG_04199T0	2782
CNAG_04200T0	5252
CNAG_04201T0	3360
CNAG_04202T0	4120
CNAG_04203T0	1309
CNAG_04204T0	1235
CNAG_04205T0	2523
CNAG_04205T1	2523
CNAG_04206T0	1097
CNAG_04207T0	2644
CNAG_04208T0	2273
CNAG_04209T0	2149
CNAG_04210T0	2915
CNAG_04211T0	3137
CNAG_04212T0	1317
CNAG_04213T0	5409
CNAG_04215T0	2216
CNAG_04216T0	782
CNAG_04217T0	3178
CNAG_04218T0	1761
CNAG_04219T0	982
CNAG_04219T1	982
CNAG_04220T0	2958
CNAG_04221T0	2320
CNAG_04222T0	2966
CNAG_04223T0	335
CNAG_04224T0	2675
CNAG_04224T1	2675
CNAG_04225T0	2816
CNAG_04226T0	2372
CNAG_04226T1	2372
CNAG_04227T0	6247
CNAG_04228T0	2027
CNAG_04229T0	3655
CNAG_04230T0	2595
CNAG_04231T0	3281
CNAG_04232T0	3804
CNAG_04233T0	2864
CNAG_04234T0	1172
CNAG_04235T0	841
CNAG_04236T0	1075
CNAG_04237T0	826
CNAG_04238T0	1432
CNAG_04239T0	2378
CNAG_04240T0	3485
CNAG_04241T0	7930
CNAG_04241T1	7930
CNAG_04242T0	3854
CNAG_04243T0	5389
CNAG_04244T0	4048
CNAG_04245T0	3217
CNAG_04245T1	3217
CNAG_04246T0	1478
CNAG_04247T0	4033
CNAG_04248T0	1366
CNAG_04252T0	3043
CNAG_04253T0	2305
CNAG_04254T0	2424
CNAG_04255T0	1322
CNAG_04256T0	2434
CNAG_04257T0	1447
CNAG_04258T0	881
CNAG_04259T0	1093
CNAG_04260T0	2066
CNAG_04261T0	1553
CNAG_04262T0	2811
CNAG_04262T1	2811
CNAG_04263T0	2563
CNAG_04264T0	2175
CNAG_04265T0	2860
CNAG_04266T0	1667
CNAG_04267T0	1397
CNAG_04268T0	2717
CNAG_04269T0	1998
CNAG_04270T0	1242
CNAG_04271T0	2572
CNAG_04272T0	2177
CNAG_04273T0	1346
CNAG_04274T0	1867
CNAG_04275T0	2164
CNAG_04276T0	2407
CNAG_04277T0	4397
CNAG_04278T0	3300
CNAG_04279T0	4225
CNAG_04280T0	2138
CNAG_04281T0	1808
CNAG_04282T0	3477
CNAG_04283T0	3577
CNAG_04283T1	3577
CNAG_04284T0	2261
CNAG_04285T0	1071
CNAG_04286T0	1018
CNAG_04287T0	1425
CNAG_04288T0	1104
CNAG_04289T0	3091
CNAG_04290T0	693
CNAG_04291T0	1715
CNAG_04292T0	1660
CNAG_04293T0	3981
CNAG_04294T0	1390
CNAG_04295T0	1874
CNAG_04296T0	1315
CNAG_04297T0	2849
CNAG_04297T1	2849
CNAG_04298T0	2909
CNAG_04299T0	839
CNAG_04300T0	1104
CNAG_04301T0	4648
CNAG_04301T1	4648
CNAG_04302T0	2587
CNAG_04303T0	3548
CNAG_04304T0	2317
CNAG_04305T0	1677
CNAG_04306T0	1595
CNAG_04307T0	1734
CNAG_04308T0	1772
CNAG_04309T0	1028
CNAG_04310T0	2027
CNAG_04311T0	2168
CNAG_04312T0	1770
CNAG_04313T0	1759
