	Transcrip	150904CM018-B	150904CM018-W	150904CM763-B	150904CM763-W	150904CM764-B	Length	150904CM018-B_norm	150904CM018-B_norm_untagged	150904CM763-B_norm	150904CM763-B_norm_untagged
7282	CNAG_07520T1	2	85.0	326.0	6.0	79.0	2775	0.0117647058824	0.00588235294118	0.166666666667	0.0833333333333
7283	CNAG_07520T2	2	47.0	277.0		57.0	2775	0.0212765957447	0.0106382978723		
7284	CNAG_07521T0	2	321.0	127.0	9.0	37.0	1356	0.00311526479751	0.00155763239875	0.111111111111	0.0555555555556
7285	CNAG_07522T0	71	4282.0	4931.0	194.0	1104.0	2656	0.000233535730967	3.28923564742e-06	0.00515463917526	7.26005517642e-05
7286	CNAG_07523T0	5	141.0	271.0	12.0	31.0	1209	0.00709219858156	0.00141843971631	0.0833333333333	0.0166666666667
7287	CNAG_07524T0	25	1216.0	2635.0	85.0	432.0	4519	0.000822368421053	3.28947368421e-05	0.0117647058824	0.000470588235294
7290	CNAG_07527T0	5	157.0	457.0	10.0	109.0	1855	0.00636942675159	0.00127388535032	0.1	0.02
7291	CNAG_07528T0	2	85.0	325.0	13.0	46.0	1641	0.0117647058824	0.00588235294118	0.0769230769231	0.0384615384615
7292	CNAG_07529T0	63	3070.0	3057.0	461.0	568.0	2139	0.000325732899023	5.17036347655e-06	0.00216919739696	3.44317047137e-05
7293	CNAG_07530T0	56	3887.0	946.0	159.0	245.0	4014	0.000257267815796	4.59406813922e-06	0.0062893081761	0.000112309074573
7294	CNAG_07531T0	6	835.0	454.0	65.0	68.0	1271	0.00119760479042	0.000199600798403	0.0153846153846	0.0025641025641
7295	CNAG_07532T0	8	549.0	728.0	43.0	117.0	1929	0.00182149362477	0.000227686703097	0.0232558139535	0.00290697674419
7296	CNAG_07533T0	19	2951.0	781.0	82.0	252.0	2120	0.000338868180278	1.7835167383e-05	0.0121951219512	0.000641848523748
7297	CNAG_07534T0	37	1635.0	2941.0	95.0	513.0	5440	0.000611620795107	1.65302917596e-05	0.0105263157895	0.000284495021337
7298	CNAG_07535T0	5	613.0	136.0	43.0	24.0	1603	0.00163132137031	0.000326264274062	0.0232558139535	0.0046511627907
7299	CNAG_07536T0	3	250.0	154.0	35.0	21.0	1409	0.004	0.00133333333333	0.0285714285714	0.00952380952381
7302	CNAG_07538T0	116	2859.0	11476.0	235.0	3666.0	3114	0.000349772647779	3.01528144637e-06	0.00425531914894	3.66837857667e-05
7303	CNAG_07539T0	18	667.0	1967.0	60.0	331.0	4171	0.00149925037481	8.32916874896e-05	0.0166666666667	0.000925925925926
7304	CNAG_07540T0	6	566.0	251.0	41.0	39.0	2159	0.0017667844523	0.000294464075383	0.0243902439024	0.00406504065041
7305	CNAG_07541T0	27	3513.0	1936.0	197.0	538.0	2708	0.000284656988329	1.05428514196e-05	0.00507614213198	0.000188005264147
7307	CNAG_07544T0	7	101.0	394.0	9.0	81.0	2838	0.00990099009901	0.001414427157	0.111111111111	0.015873015873
7308	CNAG_07545T0	8	281.0	618.0	20.0	87.0	4274	0.00355871886121	0.000444839857651	0.05	0.00625
7309	CNAG_07545T1	8	281.0	618.0	20.0	87.0	3094	0.00355871886121	0.000444839857651	0.05	0.00625
7310	CNAG_07546T0	5	379.0	381.0	40.0	55.0	3445	0.00263852242744	0.000527704485488	0.025	0.005
7311	CNAG_07547T0	56	2707.0	5172.0	191.0	831.0	1843	0.000369412633912	6.596654177e-06	0.00523560209424	9.349289454e-05
7312	CNAG_07548T0	1	161.0	132.0	18.0	21.0	1789	0.00621118012422	0.00621118012422	0.0555555555556	0.0555555555556
7313	CNAG_07549T0	6	270.0	357.0	13.0	90.0	1761	0.0037037037037	0.000617283950617	0.0769230769231	0.0128205128205
7314	CNAG_07550T0	17	626.0	1483.0	43.0	254.0	3250	0.00159744408946	9.39672993798e-05	0.0232558139535	0.00136798905609
7315	CNAG_07551T0	42	2906.0	4823.0	187.0	1269.0	2423	0.000344115622849	8.19322911546e-06	0.00534759358289	0.000127323656735
7316	CNAG_07551T1	42	2906.0	4823.0	187.0	1269.0	2423	0.000344115622849	8.19322911546e-06	0.00534759358289	0.000127323656735
7317	CNAG_07552T0	62	680.0	2166.0	64.0	485.0	8052	0.00147058823529	2.37191650854e-05	0.015625	0.000252016129032
7318	CNAG_07553T0	16	313.0	1595.0	38.0	270.0	3077	0.00319488817891	0.000199680511182	0.0263157894737	0.00164473684211
7319	CNAG_07554T0	22	1476.0	1079.0	98.0	198.0	2230	0.000677506775068	3.07957625031e-05	0.0102040816327	0.000463821892393
7320	CNAG_07555T0	18	929.0	1848.0	42.0	719.0	3441	0.0010764262648	5.98014591556e-05	0.0238095238095	0.00132275132275
7321	CNAG_07555T1	18	923.0	1836.0	41.0	711.0	3441	0.00108342361863	6.01902010353e-05	0.0243902439024	0.00135501355014
7322	CNAG_07556T0	7	434.0	202.0	27.0	43.0	1493	0.00230414746544	0.000329163923634	0.037037037037	0.00529100529101
7323	CNAG_07557T0	67	2274.0	5772.0	264.0	1453.0	936	0.000439753737907	6.56348862547e-06	0.00378787878788	5.65355042967e-05
7324	CNAG_07558T0	130	8027.0	11892.0	659.0	3065.0	1472	0.000124579544039	9.58304184914e-07	0.00151745068285	1.16726975604e-05
7325	CNAG_07559T0	111	7567.0	7132.0	276.0	2327.0	1509	0.000132152768601	1.19056548289e-06	0.0036231884058	3.26413369892e-05
7326	CNAG_07560T0	3	195.0	274.0	30.0	50.0	1746	0.00512820512821	0.0017094017094	0.0333333333333	0.0111111111111
7327	CNAG_07561T0	737	67029.0	32418.0	3721.0	10514.0	3355	1.49189156932e-05	2.02427621346e-08	0.000268744961032	3.64647165579e-07
7328	CNAG_07562T0	16	547.0	807.0	43.0	163.0	4032	0.0018281535649	0.000114259597806	0.0232558139535	0.00145348837209
7329	CNAG_07563T0	23	1275.0	1036.0	43.0	351.0	2426	0.00078431372549	3.41005967604e-05	0.0232558139535	0.0010111223458
7330	CNAG_07564T0	7	265.0	485.0	12.0	102.0	2537	0.00377358490566	0.000539083557951	0.0833333333333	0.0119047619048
7331	CNAG_07565T0	2	431.0	350.0	35.0	52.0	1130	0.00232018561485	0.00116009280742	0.0285714285714	0.0142857142857
7332	CNAG_07566T0	14	344.0	886.0	38.0	121.0	2697	0.00290697674419	0.000207641196013	0.0263157894737	0.00187969924812
7333	CNAG_07567T0	3	314.0	134.0	49.0	21.0	1317	0.0031847133758	0.00106157112527	0.0204081632653	0.00680272108844
7334	CNAG_07570T0	54	5908.0	1789.0	237.0	377.0	1089	0.000169262017603	3.13448180747e-06	0.0042194092827	7.81372089389e-05
7335	CNAG_07571T0	72	6539.0	2805.0	245.0	699.0	3034	0.000152928582352	2.12400808822e-06	0.00408163265306	5.66893424036e-05
7336	CNAG_07572T0	108	5574.0	1922.0	1065.0	455.0	2278	0.000179404377467	1.66115164321e-06	0.00093896713615	8.69414014954e-06
7337	CNAG_07573T0	24	451.0	2435.0	29.0	483.0	5043	0.00221729490022	9.23872875092e-05	0.0344827586207	0.0014367816092
7338	CNAG_07573T1	24	451.0	2435.0	29.0	483.0	5043	0.00221729490022	9.23872875092e-05	0.0344827586207	0.0014367816092
7339	CNAG_07574T0	9	465.0	614.0	23.0	153.0	471	0.00215053763441	0.000238948626045	0.0434782608696	0.0048309178744
7340	CNAG_07575T0	12	975.0	1045.0	44.0	200.0	1681	0.00102564102564	8.54700854701e-05	0.0227272727273	0.00189393939394
7341	CNAG_07575T1	12	975.0	1045.0	44.0	200.0	1681	0.00102564102564	8.54700854701e-05	0.0227272727273	0.00189393939394
7342	CNAG_07576T0	3	877.0	357.0	84.0	79.0	562	0.00114025085519	0.000380083618396	0.0119047619048	0.00396825396825
7344	CNAG_07578T0	1	96.0	289.0	1.0	61.0	1199	0.0104166666667	0.0104166666667	1.0	1.0
7345	CNAG_07579T0	7	313.0	655.0	13.0	113.0	2832	0.00319488817891	0.000456412596988	0.0769230769231	0.010989010989
7346	CNAG_07580T0	26	1306.0	1780.0	88.0	372.0	4453	0.000765696784074	2.94498763105e-05	0.0113636363636	0.000437062937063
7347	CNAG_07582T0	2	201.0	123.0	15.0	23.0	3931	0.00497512437811	0.00248756218905	0.0666666666667	0.0333333333333
7348	CNAG_07583T0	12	752.0	1355.0	48.0	308.0	3004	0.00132978723404	0.000110815602837	0.0208333333333	0.00173611111111
7349	CNAG_07583T1	12	752.0	1355.0	48.0	308.0	3004	0.00132978723404	0.000110815602837	0.0208333333333	0.00173611111111
7350	CNAG_07584T0	2	118.0	164.0	9.0	28.0	903	0.00847457627119	0.00423728813559	0.111111111111	0.0555555555556
7352	CNAG_07586T0	1	111.0	238.0	14.0	34.0	742	0.00900900900901	0.00900900900901	0.0714285714286	0.0714285714286
7353	CNAG_07587T0	1	55.0	141.0	4.0	16.0	1019	0.0181818181818	0.0181818181818	0.25	0.25
7354	CNAG_07588T0	3	41.0	37.0	1.0	12.0	873	0.0243902439024	0.00813008130081	1.0	0.333333333333
7356	CNAG_07590T0	22	1954.0	1772.0	146.0	324.0	2156	0.000511770726714	2.32623057597e-05	0.00684931506849	0.000311332503113
7357	CNAG_07591T0	56	1665.0	3738.0	104.0	962.0	2022	0.000600600600601	1.0725010725e-05	0.00961538461538	0.000171703296703
7358	CNAG_07592T0	3	41.0	137.0	2.0	20.0	721	0.0243902439024	0.00813008130081	0.5	0.166666666667
7359	CNAG_07593T0	27	1032.0	3866.0	76.0	946.0	2686	0.000968992248062	3.58886017801e-05	0.0131578947368	0.000487329434698
7360	CNAG_07594T0	65	3111.0	6537.0	136.0	2108.0	1386	0.00032144005143	4.94523156047e-06	0.00735294117647	0.000113122171946
7361	CNAG_07595T0	37	2843.0	1251.0	122.0	455.0	2736	0.000351741118537	9.50651671721e-06	0.00819672131148	0.000221533008418
7362	CNAG_07596T0	2	148.0	588.0	18.0	188.0	863	0.00675675675676	0.00337837837838	0.0555555555556	0.0277777777778
7363	CNAG_07597T0	1	35.0	79.0	11.0	10.0	2403	0.0285714285714	0.0285714285714	0.0909090909091	0.0909090909091
7364	CNAG_07597T1	1	31.0	69.0	10.0	8.0	2403	0.0322580645161	0.0322580645161	0.1	0.1
7365	CNAG_07598T0	51	2444.0	3920.0	205.0	621.0	4164	0.000409165302782	8.02284907416e-06	0.00487804878049	9.56480153037e-05
7366	CNAG_07599T0	18	363.0	1327.0	40.0	232.0	4339	0.00275482093664	0.000153045607591	0.025	0.00138888888889
7367	CNAG_07600T0	5	255.0	252.0	8.0	57.0	3249	0.00392156862745	0.00078431372549	0.125	0.025
7368	CNAG_07601T0	2	255.0	440.0	39.0	52.0	1073	0.00392156862745	0.00196078431373	0.025641025641	0.0128205128205
7369	CNAG_07601T1	2	255.0	440.0	39.0	52.0	1073	0.00392156862745	0.00196078431373	0.025641025641	0.0128205128205
7370	CNAG_07604T0	1	128.0	186.0	9.0	29.0	3622	0.0078125	0.0078125	0.111111111111	0.111111111111
7371	CNAG_07605T0	14	465.0	515.0	40.0	106.0	4546	0.00215053763441	0.000153609831029	0.025	0.00178571428571
7372	CNAG_07607T0	15	921.0	1215.0	59.0	206.0	2188	0.00108577633008	7.23850886717e-05	0.0169491525424	0.00112994350282
7373	CNAG_07608T0	5	695.0	1356.0	71.0	178.0	1538	0.00143884892086	0.000287769784173	0.0140845070423	0.00281690140845
7374	CNAG_07609T0	8	276.0	477.0	32.0	52.0	2702	0.0036231884058	0.000452898550725	0.03125	0.00390625
7376	CNAG_07611T0	1	12.0	11.0	2.0	3.0	496	0.0833333333333	0.0833333333333	0.5	0.5
7377	CNAG_07612T0	2	191.0	53.0	1.0	14.0	2250	0.00523560209424	0.00261780104712	1.0	0.5
7378	CNAG_07613T0	4	133.0	332.0	16.0	48.0	918	0.00751879699248	0.00187969924812	0.0625	0.015625
7379	CNAG_07618T0	13	128.0	1282.0	18.0	247.0	780	0.0078125	0.000600961538462	0.0555555555556	0.0042735042735
7380	CNAG_07619T0	41	1276.0	3988.0	61.0	847.0	3235	0.000783699059561	1.91146112088e-05	0.016393442623	0.000399840063974
7381	CNAG_07619T1	40	1220.0	3911.0	58.0	836.0	3235	0.000819672131148	2.04918032787e-05	0.0172413793103	0.000431034482759
7383	CNAG_07621T0	3	138.0	301.0	14.0	45.0	1204	0.00724637681159	0.0024154589372	0.0714285714286	0.0238095238095
7384	CNAG_07622T0	17	1287.0	1497.0	64.0	241.0	2715	0.000777000777001	4.57059280589e-05	0.015625	0.000919117647059
7386	CNAG_07625T0	39	1776.0	2752.0	137.0	404.0	3695	0.000563063063063	1.44375144375e-05	0.00729927007299	0.000187160771102
7387	CNAG_07626T0	23	590.0	2429.0	21.0	1603.0	2012	0.00169491525424	7.36919675755e-05	0.047619047619	0.00207039337474
7388	CNAG_07627T0	20	315.0	1867.0	23.0	342.0	5686	0.0031746031746	0.00015873015873	0.0434782608696	0.00217391304348
7389	CNAG_07628T0	63	5749.0	1937.0	394.0	383.0	3470	0.000173943294486	2.76100467438e-06	0.00253807106599	4.02868423173e-05
7390	CNAG_07629T0	42	803.0	2621.0	56.0	494.0	3291	0.00124533001245	2.96507145822e-05	0.0178571428571	0.000425170068027
7391	CNAG_07630T0	6	668.0	298.0	54.0	49.0	1545	0.00149700598802	0.000249500998004	0.0185185185185	0.00308641975309
7392	CNAG_07631T0	57	2736.0	2552.0	132.0	891.0	5979	0.000365497076023	6.41222940392e-06	0.00757575757576	0.000132908027645
7393	CNAG_07633T0	6	516.0	370.0	23.0	58.0	468	0.00193798449612	0.000322997416021	0.0434782608696	0.00724637681159
7394	CNAG_07634T0	51	2071.0	3337.0	138.0	687.0	5074	0.000482858522453	9.46781416574e-06	0.00724637681159	0.000142085819835
7395	CNAG_07635T0	3	215.0	584.0	38.0	64.0	2609	0.0046511627907	0.0015503875969	0.0263157894737	0.00877192982456
7396	CNAG_07636T0	31	587.0	1208.0	63.0	184.0	2374	0.00170357751278	5.49541133154e-05	0.015873015873	0.000512032770097
7397	CNAG_07637T0	12	2204.0	371.0	195.0	60.0	1235	0.000453720508167	3.78100423472e-05	0.00512820512821	0.00042735042735
7398	CNAG_07638T0	24	5326.0	1324.0	164.0	269.0	2076	0.00018775816748	7.82325697835e-06	0.00609756097561	0.00025406504065
7399	CNAG_07639T0	19	1329.0	762.0	90.0	155.0	2286	0.000752445447705	3.96023919845e-05	0.0111111111111	0.000584795321637
7400	CNAG_07640T0	8	799.0	161.0	58.0	31.0	829	0.00125156445557	0.000156445556946	0.0172413793103	0.00215517241379
7401	CNAG_07641T0	2	15.0	49.0	2.0	6.0	2559	0.0666666666667	0.0333333333333	0.5	0.25
7402	CNAG_07642T0	1	2.0	8.0		1.0	2168	0.5	0.5		
7404	CNAG_07644T0	4	873.0	69.0	130.0	19.0	755	0.00114547537228	0.00028636884307	0.00769230769231	0.00192307692308
7405	CNAG_07645T0	17	457.0	1223.0	35.0	190.0	1717	0.00218818380744	0.000128716694555	0.0285714285714	0.00168067226891
7406	CNAG_07646T0	8	500.0	574.0	30.0	97.0	1401	0.002	0.00025	0.0333333333333	0.00416666666667
7407	CNAG_07647T0	78	2090.0	4612.0	129.0	1067.0	4553	0.000478468899522	6.13421666053e-06	0.0077519379845	9.93838203141e-05
7409	CNAG_07649T0	32	1605.0	2224.0	160.0	354.0	1416	0.000623052959502	1.94704049844e-05	0.00625	0.0001953125
7410	CNAG_07650T0	9	150.0	742.0	11.0	69.0	652	0.00666666666667	0.000740740740741	0.0909090909091	0.010101010101
7411	CNAG_07651T0	1	38.0	139.0	4.0	21.0	2306	0.0263157894737	0.0263157894737	0.25	0.25
7412	CNAG_07651T1	1	35.0	109.0	4.0	16.0	2306	0.0285714285714	0.0285714285714	0.25	0.25
7414	CNAG_07653T0	2	107.0	153.0	6.0	39.0	1441	0.00934579439252	0.00467289719626	0.166666666667	0.0833333333333
7417	CNAG_07657T0	16	374.0	672.0	56.0	85.0	2565	0.00267379679144	0.000167112299465	0.0178571428571	0.00111607142857
7419	CNAG_07659T0	31	1329.0	1867.0	88.0	434.0	2355	0.000752445447705	2.42724337969e-05	0.0113636363636	0.000366568914956
7420	CNAG_07660T0	105	5440.0	6082.0	608.0	1628.0	1881	0.000183823529412	1.75070028011e-06	0.00164473684211	1.5664160401e-05
7421	CNAG_07661T0	16	909.0	836.0	32.0	133.0	3642	0.001100110011	6.87568756876e-05	0.03125	0.001953125
7422	CNAG_07662T0	9	117.0	585.0	10.0	186.0	519	0.00854700854701	0.000949667616334	0.1	0.0111111111111
7424	CNAG_07664T0	23	1661.0	1055.0	124.0	240.0	2223	0.000602046959663	2.6175954768e-05	0.00806451612903	0.000350631136045
7425	CNAG_07665T0	134	4326.0	2923.0	228.0	692.0	5131	0.000231160425335	1.72507780101e-06	0.00438596491228	3.27310814349e-05
7426	CNAG_07666T0	2	47.0	376.0	7.0	55.0	1688	0.0212765957447	0.0106382978723	0.142857142857	0.0714285714286
7427	CNAG_07667T0	65	3788.0	4429.0	273.0	872.0	3489	0.00026399155227	4.06140849647e-06	0.003663003663	5.63539025077e-05
7428	CNAG_07668T0	9	270.0	794.0	23.0	144.0	2165	0.0037037037037	0.000411522633745	0.0434782608696	0.0048309178744
7429	CNAG_07669T0	40	1577.0	3227.0	123.0	556.0	1735	0.000634115409004	1.58528852251e-05	0.00813008130081	0.00020325203252
7431	CNAG_07671T0	1	465.0	35.0	22.0	17.0	645	0.00215053763441	0.00215053763441	0.0454545454545	0.0454545454545
7432	CNAG_07672T0	11	481.0	299.0	48.0	37.0	2883	0.002079002079	0.000189000189	0.0208333333333	0.00189393939394
7433	CNAG_07673T0	1	23.0	6.0	3.0	1.0	1026	0.0434782608696	0.0434782608696	0.333333333333	0.333333333333
7434	CNAG_07674T0	5	457.0	289.0	36.0	43.0	1795	0.00218818380744	0.000437636761488	0.0277777777778	0.00555555555556
7435	CNAG_07675T0	42	649.0	3087.0	36.0	719.0	9672	0.00154083204931	3.66864773644e-05	0.0277777777778	0.000661375661376
7436	CNAG_07676T0	98	2732.0	7464.0	400.0	1303.0	3286	0.000366032210835	3.73502255954e-06	0.0025	2.55102040816e-05
7437	CNAG_07677T0	5	619.0	148.0	23.0	30.0	1799	0.0016155088853	0.00032310177706	0.0434782608696	0.00869565217391
7438	CNAG_07678T0	2	73.0	166.0	6.0	44.0	2326	0.013698630137	0.00684931506849	0.166666666667	0.0833333333333
7439	CNAG_07678T1	2	73.0	166.0	6.0	44.0	2326	0.013698630137	0.00684931506849	0.166666666667	0.0833333333333
7440	CNAG_07679T0	11	677.0	1231.0	60.0	150.0	1756	0.00147710487445	0.000134282261313	0.0166666666667	0.00151515151515
7441	CNAG_07680T0	4	481.0	388.0	34.0	62.0	1180	0.002079002079	0.000519750519751	0.0294117647059	0.00735294117647
7442	CNAG_07681T0	6	314.0	309.0	42.0	37.0	1650	0.0031847133758	0.000530785562633	0.0238095238095	0.00396825396825
7443	CNAG_07682T0	19	290.0	1190.0	21.0	199.0	5406	0.00344827586207	0.000181488203267	0.047619047619	0.00250626566416
7444	CNAG_07682T1	19	290.0	1190.0	21.0	199.0	5406	0.00344827586207	0.000181488203267	0.047619047619	0.00250626566416
7445	CNAG_07683T0	29	128.0	3311.0	27.0	655.0	1065	0.0078125	0.000269396551724	0.037037037037	0.00127713920817
7446	CNAG_07684T0	17	494.0	2065.0	39.0	402.0	760	0.00202429149798	0.000119075970469	0.025641025641	0.00150829562594
7447	CNAG_07685T0	8	206.0	514.0	15.0	84.0	2316	0.00485436893204	0.000606796116505	0.0666666666667	0.00833333333333
7448	CNAG_07686T0	5	406.0	607.0	41.0	99.0	4336	0.00246305418719	0.000492610837438	0.0243902439024	0.00487804878049
7450	CNAG_07688T0	14	1144.0	946.0	74.0	229.0	2182	0.000874125874126	6.24375624376e-05	0.0135135135135	0.000965250965251
7451	CNAG_07689T0	44	2477.0	1831.0	175.0	450.0	3223	0.000403714170367	9.1753220538e-06	0.00571428571429	0.00012987012987
7452	CNAG_07690T0	4	398.0	465.0	27.0	111.0	1696	0.00251256281407	0.000628140703518	0.037037037037	0.00925925925926
7453	CNAG_07691T0	5	313.0	246.0	26.0	51.0	1697	0.00319488817891	0.000638977635783	0.0384615384615	0.00769230769231
7454	CNAG_07692T0	16	930.0	882.0	62.0	157.0	3594	0.0010752688172	6.72043010753e-05	0.0161290322581	0.00100806451613
7455	CNAG_07693T0	1	137.0	126.0	7.0	24.0	3016	0.00729927007299	0.00729927007299	0.142857142857	0.142857142857
7456	CNAG_07693T1	1	137.0	126.0	7.0	24.0	3016	0.00729927007299	0.00729927007299	0.142857142857	0.142857142857
7457	CNAG_07694T0	22	1411.0	1292.0	85.0	289.0	3839	0.000708717221828	3.2214419174e-05	0.0117647058824	0.000534759358289
7458	CNAG_07694T1	22	1411.0	1292.0	85.0	289.0	3839	0.000708717221828	3.2214419174e-05	0.0117647058824	0.000534759358289
7459	CNAG_07695T0	129	2853.0	13610.0	380.0	4329.0	3341	0.000350508236944	2.71711811584e-06	0.00263157894737	2.03998368013e-05
7462	CNAG_07699T0	11	349.0	574.0	20.0	87.0	6004	0.00286532951289	0.000260484501172	0.05	0.00454545454545
7464	CNAG_07701T0	22	2098.0	1874.0	117.0	335.0	1363	0.00047664442326	2.16656556027e-05	0.00854700854701	0.0003885003885
7465	CNAG_07702T0	3	54.0	153.0	16.0	19.0	1690	0.0185185185185	0.00617283950617	0.0625	0.0208333333333
7466	CNAG_07703T0	11	203.0	531.0	14.0	118.0	1522	0.00492610837438	0.000447828034035	0.0714285714286	0.00649350649351
7467	CNAG_07704T0	1	86.0	101.0	6.0	24.0	801	0.0116279069767	0.0116279069767	0.166666666667	0.166666666667
7468	CNAG_07705T0	3	163.0	141.0	8.0	14.0	281	0.00613496932515	0.00204498977505	0.125	0.0416666666667
7469	CNAG_07706T0	25	479.0	1876.0	63.0	295.0	2343	0.00208768267223	8.35073068894e-05	0.015873015873	0.000634920634921
7470	CNAG_07707T0	1	9.0	2.0	1.0	1.0	3035	0.111111111111	0.111111111111	1.0	1.0
7471	CNAG_07708T0	1	58.0	96.0	2.0	22.0	2023	0.0172413793103	0.0172413793103	0.5	0.5
7472	CNAG_07709T0	2	58.0	42.0		7.0	720	0.0172413793103	0.00862068965517		
7473	CNAG_07710T0	9	32.0	652.0	4.0	189.0	746	0.03125	0.00347222222222	0.25	0.0277777777778
7474	CNAG_07711T0	2	16.0	95.0	3.0	6.0	1584	0.0625	0.03125	0.333333333333	0.166666666667
7475	CNAG_07711T1	2	12.0	82.0	3.0	6.0	1584	0.0833333333333	0.0416666666667	0.333333333333	0.166666666667
7476	CNAG_07712T0	13	415.0	942.0	39.0	213.0	2476	0.00240963855422	0.000185356811863	0.025641025641	0.00197238658777
7477	CNAG_07713T0	1	89.0	55.0	33.0	9.0	1121	0.0112359550562	0.0112359550562	0.030303030303	0.030303030303
7478	CNAG_07715T0	13	1240.0	774.0	75.0	143.0	2033	0.000806451612903	6.20347394541e-05	0.0133333333333	0.00102564102564
7479	CNAG_07716T0	15	1357.0	1244.0	78.0	364.0	1714	0.000736919675755	4.91279783837e-05	0.0128205128205	0.000854700854701
7480	CNAG_07717T0	93	2830.0	5391.0	171.0	2101.0	4925	0.000353356890459	3.79953645655e-06	0.00584795321637	6.28812173804e-05
7481	CNAG_07718T0	171	6204.0	6134.0	345.0	1426.0	6836	0.000161186331399	9.42610125141e-07	0.00289855072464	1.6950589033e-05
7482	CNAG_07719T0	41	3860.0	3180.0	253.0	601.0	2071	0.000259067357513	6.3187160369e-06	0.00395256916996	9.64041260966e-05
7483	CNAG_07720T0	43	4099.0	1353.0	178.0	296.0	1022	0.000243961941937	5.67353353342e-06	0.00561797752809	0.000130650640188
7484	CNAG_07722T0	3	27.0	122.0		21.0	2116	0.037037037037	0.0123456790123		
7486	CNAG_07724T0	25	1930.0	1861.0	109.0	528.0	3839	0.000518134715026	2.0725388601e-05	0.00917431192661	0.000366972477064
7489	CNAG_07727T0	2	66.0	139.0	8.0	15.0	401	0.0151515151515	0.00757575757576	0.125	0.0625
7491	CNAG_07729T0	3	112.0	76.0	12.0	19.0	980	0.00892857142857	0.00297619047619	0.0833333333333	0.0277777777778
7492	CNAG_07730T0	1	29.0	90.0	2.0	15.0	1270	0.0344827586207	0.0344827586207	0.5	0.5
7493	CNAG_07730T1	1	28.0	84.0	2.0	13.0	1270	0.0357142857143	0.0357142857143	0.5	0.5
7494	CNAG_07731T0	2	137.0	219.0	15.0	54.0	1070	0.00729927007299	0.0036496350365	0.0666666666667	0.0333333333333
7495	CNAG_07732T0	4	646.0	398.0	30.0	92.0	2182	0.0015479876161	0.000386996904025	0.0333333333333	0.00833333333333
7496	CNAG_07733T0	40	9036.0	1686.0	183.0	549.0	2071	0.000110668437362	2.76671093404e-06	0.00546448087432	0.000136612021858
7498	CNAG_07735T0	8	491.0	877.0	52.0	83.0	2546	0.0020366598778	0.000254582484725	0.0192307692308	0.00240384615385
7499	CNAG_07736T0	41	332.0	5415.0	59.0	800.0	3167	0.00301204819277	7.34645900676e-05	0.0169491525424	0.000413393964448
7501	CNAG_07738T0	1	293.0	413.0	45.0	64.0	428	0.00341296928328	0.00341296928328	0.0222222222222	0.0222222222222
7502	CNAG_07739T0	19	422.0	2238.0	54.0	345.0	3394	0.00236966824645	0.000124719381392	0.0185185185185	0.000974658869396
7503	CNAG_07740T0	29	3311.0	1571.0	364.0	209.0	1447	0.000302023557838	1.04146054427e-05	0.00274725274725	9.47328533535e-05
7504	CNAG_07741T0	41	2159.0	3491.0	112.0	694.0	2969	0.000463177396943	1.12970096815e-05	0.00892857142857	0.000217770034843
7507	CNAG_07744T0	31	1341.0	2860.0	96.0	614.0	4805	0.000745712155108	2.40552308099e-05	0.0104166666667	0.000336021505376
7508	CNAG_07745T0	2057	137887.0	96545.0	1596.0	41418.0	2257	7.25231530166e-06	3.52567588802e-09	0.00062656641604	3.04602049606e-07
7509	CNAG_07746T0	67	2752.0	2187.0	440.0	525.0	4023	0.000363372093023	5.42346407497e-06	0.00227272727273	3.3921302578e-05
7510	CNAG_07747T0	26	1125.0	1405.0	34.0	356.0	3340	0.000888888888889	3.4188034188e-05	0.0294117647059	0.00113122171946
7511	CNAG_07748T0	1	180.0	112.0	15.0	24.0	1589	0.00555555555556	0.00555555555556	0.0666666666667	0.0666666666667
7512	CNAG_07749T0	6	558.0	389.0	40.0	63.0	3598	0.00179211469534	0.000298685782557	0.025	0.00416666666667
7513	CNAG_07751T0	7	329.0	511.0	28.0	83.0	2519	0.00303951367781	0.000434216239687	0.0357142857143	0.00510204081633
7514	CNAG_07752T0	31	1642.0	1193.0	150.0	174.0	2165	0.000609013398295	1.96455934934e-05	0.00666666666667	0.000215053763441
7515	CNAG_07753T0	2	88.0	69.0	7.0	13.0	2491	0.0113636363636	0.00568181818182	0.142857142857	0.0714285714286
7520	CNAG_07756T0	6	397.0	217.0	52.0	47.0	1846	0.00251889168766	0.000419815281276	0.0192307692308	0.00320512820513
7521	CNAG_07757T0	40	1750.0	2475.0	63.0	622.0	4755	0.000571428571429	1.42857142857e-05	0.015873015873	0.000396825396825
7522	CNAG_07758T0	23	251.0	2473.0	36.0	404.0	4777	0.00398406374502	0.000173220162827	0.0277777777778	0.0012077294686
7524	CNAG_07760T0	7	844.0	358.0	45.0	54.0	1032	0.00118483412322	0.000169262017603	0.0222222222222	0.0031746031746
7525	CNAG_07762T0	1	12.0	162.0	1.0	28.0	589	0.0833333333333	0.0833333333333	1.0	1.0
7526	CNAG_07763T0	8	415.0	198.0	39.0	49.0	2658	0.00240963855422	0.000301204819277	0.025641025641	0.00320512820513
7528	CNAG_07765T0	110	16902.0	2691.0	219.0	1503.0	989	5.91645959058e-05	5.3785996278e-07	0.00456621004566	4.15110004151e-05
