	Transcript	150904CM018-A_x	150904CM018-B_x	150904CM018-W_x	150904CM763-A_x	150904CM763-B_x	150904CM763-W_x	150904CM764-A_x	150904CM764-B_x	150904CM764-W_x	Intron	150904CM018-A_y	150904CM018-B_y	150904CM018-W_y	150904CM763-A_y	150904CM763-B_y	150904CM763-W_y	150904CM764-A_y	150904CM764-B_y	150904CM764-W_y	Length	150904CM763-B_x_norm	150904CM764-B_x_norm
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3350	inf	inf
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3350	inf	inf
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3350	inf	inf
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3350	inf	inf
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	3350	inf	inf
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3350	inf	inf
6733	CNAG_06697T1	5	16.0	349	218	1911	50.0	150.0	241.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3350	inf	inf
6734	CNAG_06698T0	11	22.0	908	326	1927	40.0	462.0	465.0	0.0	1.0	0.0	0.0	0.0	11.0	2.0	0.0	4.0	0.0	0.0	1745	inf	inf
6734	CNAG_06698T0	11	22.0	908	326	1927	40.0	462.0	465.0	0.0	2.0	0.0	0.0	0.0	9.0	6.0	0.0	8.0	1.0	0.0	1745	inf	inf
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	1.0	4.0	6.0	3.0	316.0	116.0	1.0	329.0	30.0	3.0	2163	1.0	0.333333333333
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	2.0	2.0	3.0	1.0	166.0	89.0	0.0	154.0	18.0	1.0	2163	inf	1.0
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	3.0	0.0	0.0	2.0	57.0	72.0	0.0	61.0	18.0	2.0	2163	inf	0.5
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	4.0	1.0	1.0	1.0	266.0	93.0	1.0	222.0	22.0	1.0	2163	1.0	1.0
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	5.0	0.0	1.0	1.0	228.0	76.0	0.0	213.0	26.0	1.0	2163	inf	1.0
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	6.0	1.0	0.0	2.0	106.0	27.0	0.0	99.0	4.0	2.0	2163	inf	0.5
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	7.0	1.0	4.0	0.0	193.0	69.0	0.0	209.0	19.0	0.0	2163	inf	inf
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	8.0	2.0	5.0	1.0	268.0	86.0	0.0	262.0	18.0	1.0	2163	inf	1.0
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	9.0	3.0	1.0	2.0	141.0	93.0	0.0	155.0	20.0	2.0	2163	inf	0.5
6735	CNAG_06699T0	495	1266.0	95398	16214	81322	5486.0	23476.0	25780.0	0.0	10.0	1.0	2.0	2.0	82.0	35.0	0.0	90.0	4.0	2.0	2163	inf	0.5
6736	CNAG_06703T0	2	14.0	188	205	1302	35.0	198.0	189.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2178	inf	inf
6736	CNAG_06703T0	2	14.0	188	205	1302	35.0	198.0	189.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2178	inf	inf
6737	CNAG_06704T0	3	19.0	210	286	1728	25.0	216.0	279.0	0.0	1.0	0.0	0.0	1.0	13.0	1.0	0.0	3.0	0.0	1.0	1694	inf	1.0
6737	CNAG_06704T0	3	19.0	210	286	1728	25.0	216.0	279.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1694	inf	inf
6737	CNAG_06704T0	3	19.0	210	286	1728	25.0	216.0	279.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1694	inf	inf
6737	CNAG_06704T0	3	19.0	210	286	1728	25.0	216.0	279.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	1694	inf	inf
6738	CNAG_06705T0	3	4.0	151	206	566	12.0	145.0	89.0	0.0	1.0	1.0	0.0	0.0	26.0	1.0	1.0	10.0	0.0	0.0	1072	1.0	inf
6738	CNAG_06705T0	3	4.0	151	206	566	12.0	145.0	89.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1072	inf	inf
6739	CNAG_06706T0	1	1.0	100	62	335	16.0	50.0	57.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1903	inf	inf
6740	CNAG_06707T0	3	0.0	32	87	437	8.0	44.0	43.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1879	inf	inf
6740	CNAG_06707T0	3	0.0	32	87	437	8.0	44.0	43.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1879	inf	inf
6740	CNAG_06707T0	3	0.0	32	87	437	8.0	44.0	43.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1879	inf	inf
6742	CNAG_06709T0	9	16.0	799	267	1088	57.0	302.0	303.0	0.0	1.0	0.0	0.0	0.0	11.0	1.0	0.0	4.0	0.0	0.0	3868	inf	inf
6743	CNAG_06710T0	6	29.0	2494	568	2207	158.0	772.0	609.0	0.0	1.0	0.0	0.0	0.0	12.0	7.0	0.0	11.0	1.0	0.0	1908	inf	inf
6743	CNAG_06710T0	6	29.0	2494	568	2207	158.0	772.0	609.0	0.0	2.0	0.0	0.0	0.0	24.0	1.0	0.0	12.0	3.0	0.0	1908	inf	inf
6743	CNAG_06710T0	6	29.0	2494	568	2207	158.0	772.0	609.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	1908	inf	inf
6744	CNAG_06711T0	13	16.0	1314	246	1720	90.0	278.0	358.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	4.0	1.0	0.0	1315	inf	inf
6744	CNAG_06711T0	13	16.0	1314	246	1720	90.0	278.0	358.0	0.0	2.0	0.0	0.0	0.0	3.0	6.0	0.0	8.0	0.0	0.0	1315	inf	inf
6745	CNAG_06712T0	15	33.0	3715	433	2290	259.0	484.0	472.0	0.0	1.0	0.0	0.0	0.0	8.0	3.0	0.0	6.0	1.0	0.0	915	inf	inf
6745	CNAG_06712T0	15	33.0	3715	433	2290	259.0	484.0	472.0	0.0	2.0	0.0	0.0	1.0	4.0	4.0	0.0	2.0	2.0	1.0	915	inf	1.0
6745	CNAG_06712T0	15	33.0	3715	433	2290	259.0	484.0	472.0	0.0	3.0	0.0	0.0	0.0	9.0	4.0	0.0	6.0	2.0	0.0	915	inf	inf
6745	CNAG_06712T0	15	33.0	3715	433	2290	259.0	484.0	472.0	0.0	4.0	0.0	0.0	0.0	4.0	3.0	0.0	2.0	1.0	0.0	915	inf	inf
6746	CNAG_06713T0	10	25.0	1605	168	1167	133.0	155.0	147.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3047	inf	inf
6746	CNAG_06713T0	10	25.0	1605	168	1167	133.0	155.0	147.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3047	inf	inf
6746	CNAG_06713T0	10	25.0	1605	168	1167	133.0	155.0	147.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3047	inf	inf
6746	CNAG_06713T0	10	25.0	1605	168	1167	133.0	155.0	147.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3047	inf	inf
6746	CNAG_06713T0	10	25.0	1605	168	1167	133.0	155.0	147.0	0.0	5.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	3047	inf	inf
6746	CNAG_06713T0	10	25.0	1605	168	1167	133.0	155.0	147.0	0.0	6.0	0.0	0.0	0.0	4.0	3.0	0.0	3.0	0.0	0.0	3047	inf	inf
6747	CNAG_06714T0	7	11.0	947	176	1077	93.0	223.0	215.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1009	inf	inf
6747	CNAG_06714T0	7	11.0	947	176	1077	93.0	223.0	215.0	0.0	2.0	0.0	0.0	0.0	4.0	4.0	0.0	3.0	2.0	0.0	1009	inf	inf
6747	CNAG_06714T0	7	11.0	947	176	1077	93.0	223.0	215.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	1009	inf	inf
6747	CNAG_06714T0	7	11.0	947	176	1077	93.0	223.0	215.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1009	inf	inf
6747	CNAG_06714T0	7	11.0	947	176	1077	93.0	223.0	215.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	1009	inf	inf
6748	CNAG_06715T0	2	5.0	325	86	315	21.0	94.0	89.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	889	inf	inf
6748	CNAG_06715T0	2	5.0	325	86	315	21.0	94.0	89.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	889	inf	inf
6748	CNAG_06715T0	2	5.0	325	86	315	21.0	94.0	89.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	889	inf	inf
6749	CNAG_06716T0	15	20.0	3249	436	1676	237.0	406.0	403.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	3.0	0.0	0.0	2441	inf	inf
6749	CNAG_06716T0	15	20.0	3249	436	1676	237.0	406.0	403.0	0.0	2.0	0.0	0.0	0.0	16.0	3.0	0.0	3.0	1.0	0.0	2441	inf	inf
6749	CNAG_06716T0	15	20.0	3249	436	1676	237.0	406.0	403.0	0.0	3.0	0.0	0.0	0.0	10.0	2.0	0.0	4.0	1.0	0.0	2441	inf	inf
6749	CNAG_06716T0	15	20.0	3249	436	1676	237.0	406.0	403.0	0.0	4.0	0.0	0.0	0.0	16.0	2.0	0.0	6.0	0.0	0.0	2441	inf	inf
6750	CNAG_06717T0	4	11.0	2000	88	677	127.0	102.0	127.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	1595	inf	inf
6751	CNAG_06718T0	1	5.0	514	105	448	22.0	126.0	120.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1144	inf	inf
6751	CNAG_06718T0	1	5.0	514	105	448	22.0	126.0	120.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1144	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	3664	inf	inf
6752	CNAG_06719T0	4	10.0	221	151	945	27.0	138.0	152.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3664	inf	inf
6754	CNAG_06723T0	24	57.0	11017	712	4447	769.0	943.0	1089.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	0.0	3.0	0.0	0.0	1459	inf	inf
6754	CNAG_06723T0	24	57.0	11017	712	4447	769.0	943.0	1089.0	0.0	2.0	0.0	0.0	0.0	6.0	5.0	0.0	6.0	0.0	0.0	1459	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2504	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2504	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2504	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	6.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	2504	inf	inf
6755	CNAG_06724T0	7	14.0	646	165	1126	50.0	150.0	185.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2504	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2356	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2356	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2356	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2356	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	2356	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2356	inf	inf
6756	CNAG_06725T0	3	9.0	563	115	871	52.0	115.0	144.0	0.0	7.0	0.0	0.0	0.0	4.0	2.0	0.0	4.0	0.0	0.0	2356	inf	inf
6758	CNAG_06727T0	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	5047	inf	inf
6758	CNAG_06727T0	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	2.0	0.0	0.0	0.0	6.0	2.0	0.0	2.0	0.0	0.0	5047	inf	inf
6758	CNAG_06727T0	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6758	CNAG_06727T0	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5047	inf	inf
6758	CNAG_06727T0	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6758	CNAG_06727T0	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	3.0	0.0	0.0	0.0	6.0	2.0	0.0	2.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6759	CNAG_06727T1	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6760	CNAG_06727T2	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	5047	inf	inf
6760	CNAG_06727T2	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	2.0	0.0	0.0	0.0	6.0	2.0	0.0	2.0	0.0	0.0	5047	inf	inf
6760	CNAG_06727T2	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6760	CNAG_06727T2	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5047	inf	inf
6760	CNAG_06727T2	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6760	CNAG_06727T2	5	18.0	394	128	1044	32.0	140.0	222.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5047	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	2.0	0.0	0.0	0.0	5.0	2.0	0.0	2.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4094	inf	inf
6761	CNAG_06728T0	10	20.0	770	225	2043	44.0	213.0	320.0	0.0	12.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	4094	inf	inf
6762	CNAG_06729T0	4	11.0	905	188	686	35.0	289.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	685	0.0	0.0
6763	CNAG_06730T0	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	1.0	0.0	0.0	1.0	51.0	13.0	0.0	45.0	2.0	1.0	3160	inf	1.0
6763	CNAG_06730T0	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	2.0	0.0	0.0	0.0	15.0	7.0	0.0	17.0	2.0	0.0	3160	inf	inf
6763	CNAG_06730T0	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	3.0	0.0	0.0	0.0	10.0	3.0	0.0	7.0	1.0	0.0	3160	inf	inf
6763	CNAG_06730T0	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	4.0	0.0	1.0	0.0	39.0	17.0	0.0	34.0	2.0	0.0	3160	inf	inf
6764	CNAG_06730T1	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	1.0	0.0	3160	inf	inf
6764	CNAG_06730T1	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	2.0	0.0	1.0	2.0	43.0	18.0	0.0	33.0	3.0	2.0	3160	inf	0.5
6764	CNAG_06730T1	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	3.0	0.0	0.0	1.0	51.0	13.0	0.0	45.0	2.0	1.0	3160	inf	1.0
6764	CNAG_06730T1	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	4.0	0.0	0.0	0.0	15.0	7.0	0.0	17.0	2.0	0.0	3160	inf	inf
6764	CNAG_06730T1	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	5.0	0.0	0.0	0.0	10.0	3.0	0.0	7.0	1.0	0.0	3160	inf	inf
6764	CNAG_06730T1	52	170.0	6826	2102	13467	497.0	3046.0	3832.0	0.0	6.0	0.0	1.0	0.0	39.0	17.0	0.0	34.0	2.0	0.0	3160	inf	inf
6765	CNAG_06731T0	1	0.0	39	12	78	9.0	16.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2865	0.0	0.0
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	6643	inf	inf
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	6643	inf	inf
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	3.0	0.0	0.0	0.0	5.0	1.0	0.0	2.0	0.0	0.0	6643	inf	inf
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	6643	inf	inf
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	5.0	0.0	0.0	1.0	30.0	10.0	0.0	16.0	5.0	1.0	6643	inf	1.0
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	6643	inf	inf
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	7.0	0.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	0.0	6643	inf	inf
6766	CNAG_06732T0	16	86.0	3002	496	3961	130.0	646.0	937.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	6643	inf	inf
6767	CNAG_06733T0	3	13.0	1601	269	1127	116.0	252.0	233.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	6.0	0.0	0.0	1838	inf	inf
6767	CNAG_06733T0	3	13.0	1601	269	1127	116.0	252.0	233.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	1838	inf	inf
6767	CNAG_06733T0	3	13.0	1601	269	1127	116.0	252.0	233.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1838	inf	inf
6767	CNAG_06733T0	3	13.0	1601	269	1127	116.0	252.0	233.0	0.0	4.0	0.0	0.0	0.0	13.0	3.0	0.0	12.0	0.0	0.0	1838	inf	inf
6768	CNAG_06734T0	1	6.0	596	92	243	92.0	48.0	39.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	589	inf	inf
6768	CNAG_06734T0	1	6.0	596	92	243	92.0	48.0	39.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	589	inf	inf
6768	CNAG_06734T0	1	6.0	596	92	243	92.0	48.0	39.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	589	inf	inf
6768	CNAG_06734T0	1	6.0	596	92	243	92.0	48.0	39.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	589	inf	inf
6769	CNAG_06737T0	17	42.0	3031	590	3940	152.0	765.0	954.0	0.0	1.0	1.0	0.0	0.0	31.0	7.0	0.0	11.0	1.0	0.0	4592	inf	inf
6769	CNAG_06737T0	17	42.0	3031	590	3940	152.0	765.0	954.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	4592	inf	inf
6769	CNAG_06737T0	17	42.0	3031	590	3940	152.0	765.0	954.0	0.0	3.0	0.0	0.0	0.0	3.0	5.0	0.0	1.0	1.0	0.0	4592	inf	inf
