	Five_p_Score	Three_p_Score	150904CM018-A_end	150904CM018-B_end	150904CM018-W_end	150904CM763-A_end	150904CM763-B_end	150904CM763-W_end	150904CM764-A_end	150904CM764-B_end	150904CM018-A_total	150904CM018-B_total	150904CM018-W_total	150904CM763-A_total	150904CM763-B_total	150904CM763-W_total	150904CM764-A_total	150904CM764-B_total	Length	150904CM763-A_end_norm	150904CM764-A_end_norm
CNAG_07433T0-6	6.09751729752	9.202333469	0	0	0	7	1	0	1	0	23.0	57.0	4562.0	597.0	2327.0	741.0	847.0	523.0	5509	0.106250729979	0.00187114330234
CNAG_07434T0-1	5.55078008411	12.6089811423	0	0	0	28	6	0	19	1	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	2.34633877733	0.802903338437
CNAG_07434T0-2	6.30058336725	13.1853479853	0	0	0	11	1	0	9	1	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.362126265379	0.18015282663
CNAG_07434T0-3	6.93550400217	10.854049654	0	0	0	1	0	0	1	1	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.00299277905272	0.00222410897074
CNAG_07434T0-4	6.61484194818	11.0291140958	0	0	0	1	0	0	0	0	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.00299277905272	0.0
CNAG_07434T0-5	6.50408357075	11.3089133089	0	0	0	3	1	0	0	0	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.0269350114744	0.0
CNAG_07434T0-6	5.55078008411	12.6089811423	0	0	0	4	0	0	4	0	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.0478844648434	0.0355857435318
CNAG_07434T0-7	8.11444851445	11.5483380817	0	0	0	2	0	0	0	0	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.0119711162109	0.0
CNAG_07434T0-8	8.90359517026	11.4386107719	0	0	0	2	0	0	2	0	6.0	19.0	714.0	312.0	1686.0	48.0	408.0	440.0	2296	0.0119711162109	0.00889643588296
CNAG_07435T0-1	7.13482566816	11.0675349342	0	0	0	28	4	0	23	1	7.0	30.0	1177.0	393.0	1666.0	64.0	458.0	489.0	1230	2.37450610959	1.05865767695
CNAG_07436T0-1	6.84368471035	13.1371048704	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0
CNAG_07437T0-1	4.97115723782	13.50666124	0	0	0	4	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1636	0.0	0.0
CNAG_07437T0-2	7.4328042328	11.4519061186	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1636	0.0	0.0
CNAG_07439T0-1	6.93550400217	13.2026590693	0	0	0	7	0	0	0	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.117512095371	0.0
CNAG_07439T0-10	6.07130647131	11.4518518519	0	0	0	9	5	0	1	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.194254688267	0.0033745101625
CNAG_07439T0-2	6.01231854565	13.2081942749	0	0	0	1	1	0	1	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.00239820602798	0.0033745101625
CNAG_07439T0-3	6.55569122236	10.8884547551	0	0	0	0	0	0	1	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.0	0.0033745101625
CNAG_07439T0-4	4.89008275675	10.659015059	0	0	0	0	0	0	0	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.0	0.0
CNAG_07439T0-5	8.13534120201	11.3840184507	0	0	0	0	1	0	0	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.0	0.0
CNAG_07439T0-6	6.56231176231	10.9535205535	0	0	0	1	0	0	1	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.00239820602798	0.0033745101625
CNAG_07439T0-7	5.84778184778	10.5280694614	0	0	0	3	0	0	2	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.0215838542519	0.01349804065
CNAG_07439T0-8	5.17758784425	12.8398860399	0	1	0	5	1	0	2	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.0599551506996	0.01349804065
CNAG_07439T0-9	6.46479446479	13.9381902049	0	0	0	3	1	0	1	0	15.0	26.0	924.0	288.0	2104.0	108.0	225.0	290.0	3566	0.0215838542519	0.0033745101625
CNAG_07440T0-1	5.97606837607	11.2518789852	0	0	0	0	0	0	1	1	12.0	30.0	2073.0	433.0	3713.0	142.0	398.0	638.0	1490	0.0	0.00153386825568
CNAG_07440T0-2	5.97606837607	11.3985619319	0	0	0	2	1	0	1	0	12.0	30.0	2073.0	433.0	3713.0	142.0	398.0	638.0	1490	0.00543584754417	0.00153386825568
CNAG_07440T0-3	6.51336318003	12.6621082621	0	0	0	6	1	0	2	0	12.0	30.0	2073.0	433.0	3713.0	142.0	398.0	638.0	1490	0.0489226278976	0.00613547302273
CNAG_07440T0-4	9.22089268756	10.8477004477	0	0	0	4	3	0	4	0	12.0	30.0	2073.0	433.0	3713.0	142.0	398.0	638.0	1490	0.0217433901767	0.0245418920909
CNAG_07440T0-5	6.42838149505	13.8654185321	0	0	0	8	3	0	6	1	12.0	30.0	2073.0	433.0	3713.0	142.0	398.0	638.0	1490	0.0869735607068	0.0552192572046
CNAG_07441T0-1	6.47049247049	13.3243793244	0	0	0	1	1	0	0	0	13.0	21.0	2360.0	303.0	2108.0	166.0	265.0	353.0	2893	0.00239365535241	0.0
CNAG_07442T0-1	7.2393976394	13.0209198209	0	0	0	13	3	0	11	0	31.0	55.0	6654.0	717.0	3343.0	436.0	810.0	795.0	1285	0.255083609514	0.148945360506
CNAG_07442T0-2	7.25925925926	12.8730972731	0	0	0	5	2	0	4	0	31.0	55.0	6654.0	717.0	3343.0	436.0	810.0	795.0	1285	0.0377342617625	0.0196952542818
CNAG_07442T0-3	6.56231176231	12.4865554199	1	0	0	10	8	0	10	3	31.0	55.0	6654.0	717.0	3343.0	436.0	810.0	795.0	1285	0.15093704705	0.123095339261
CNAG_07442T0-4	6.84683218017	9.53254646588	0	0	1	15	3	0	8	3	31.0	55.0	6654.0	717.0	3343.0	436.0	810.0	795.0	1285	0.339608355862	0.0787810171271
CNAG_07443T0-1	5.42395875729	12.2623795957	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3307	0.0	0.0
CNAG_07443T0-2	7.32568172568	11.5202279202	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3307	0.0	0.0
CNAG_07443T0-3	5.07290733957	12.298304165	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3307	0.0	0.0
CNAG_07443T0-4	6.42583095916	13.5793243793	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3307	0.0	0.0
CNAG_07443T0-5	5.67711301045	13.0463166463	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3307	0.0	0.0
CNAG_07443T0-6	5.49233482567	11.5724867725	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3307	0.0	0.0
CNAG_07444T0-1	7.25996472663	11.6188848189	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2139	0.0	0.0
CNAG_07444T0-2	10.7415547416	11.1642382309	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2139	0.0	0.0
CNAG_07444T0-3	9.52446072446	12.5280694614	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2139	0.0	0.0
CNAG_07444T0-4	6.09751729752	11.0421381088	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2139	0.0	0.0
CNAG_07444T0-5	6.38551078551	13.4031746032	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2139	0.0	0.0
CNAG_07444T0-6	6.36581196581	12.5422330756	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2139	0.0	0.0
CNAG_07445T0-1	6.07857821191	12.3343915344	0	0	0	0	0	0	0	0	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.0	0.0
CNAG_07445T0-10	5.89575362909	11.5399810066	0	1	0	1	3	0	0	0	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.000329620164808	0.0
CNAG_07445T0-11	6.42838149505	13.2000542667	0	0	0	39	5	0	21	0	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.501352270673	0.0968723018367
CNAG_07445T0-2	7.53178673179	11.2445529779	0	0	0	18	6	0	21	2	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.106796933398	0.0968723018367
CNAG_07445T0-3	4.89008275675	10.9390856058	0	0	0	39	15	0	37	3	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.501352270673	0.300721499352
CNAG_07445T0-4	5.59701533035	11.8661239995	0	0	0	31	12	0	25	2	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.31676497838	0.137290677206
CNAG_07445T0-5	6.51102971103	9.07827974495	0	0	0	7	4	0	3	2	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.0161513880756	0.00197698575177
CNAG_07445T0-6	5.44609957943	11.7496676163	0	0	0	32	13	0	38	2	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.337531048763	0.317196380617
CNAG_07445T0-7	5.8265635599	11.180355447	0	0	0	15	7	0	9	5	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.0741645370818	0.0177928717659
CNAG_07445T0-8	5.46970560304	14.0695156695	1	0	0	48	13	0	32	4	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.759444859717	0.224937045535
CNAG_07445T0-9	6.25771265771	11.5137701804	0	0	0	11	7	0	12	1	117.0	419.0	32107.0	2990.0	15308.0	2117.0	4206.0	4455.0	3159	0.0398840399417	0.0316317720283
CNAG_07447T0-1	6.09133089133	12.4255596256	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1096	0.0	0.0
CNAG_07447T0-2	7.94535341202	13.1442680776	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1096	0.0	0.0
CNAG_07447T0-3	6.43174603175	10.4449328449	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1096	0.0	0.0
CNAG_07448T0-1	5.67711301045	12.8534527201	0	0	0	2	0	0	1	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.0145099223088	0.00534758441052
CNAG_07448T0-2	5.01739248406	10.6265092932	0	0	0	0	0	0	0	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.0	0.0
CNAG_07448T0-3	5.59701533035	10.2905982906	0	0	0	0	0	0	0	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.0	0.0
CNAG_07448T0-4	7.3614977615	12.4937186271	0	0	0	0	0	0	0	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.0	0.0
CNAG_07448T0-5	4.97115723782	13.2727174061	0	0	0	1	0	0	0	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.00362748057719	0.0
CNAG_07448T0-6	5.69925383259	13.7107041107	0	0	0	3	2	0	1	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.0326473251948	0.00534758441052
CNAG_07448T0-7	7.28563288563	9.20900827567	0	0	0	3	1	0	0	0	6.0	10.0	339.0	205.0	1391.0	36.0	149.0	183.0	2759	0.0326473251948	0.0
CNAG_07449T0-1	4.93219373219	12.8042328042	0	0	0	1	0	0	0	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.00779880291017	0.0
CNAG_07449T0-2	6.71952245286	12.6096866097	0	0	0	0	0	0	0	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.0
CNAG_07449T0-3	6.59270112603	12.4284357618	0	0	0	0	0	0	1	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.00998579537883
CNAG_07449T0-4	5.38499525166	11.909374576	0	0	0	0	0	0	2	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.0399431815153
CNAG_07449T0-5	6.74215167549	9.1476326143	0	0	0	1	0	0	0	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.00779880291017	0.0
CNAG_07449T0-6	5.17758784425	11.0548907882	0	0	0	0	1	0	0	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.0
CNAG_07449T0-7	6.38344865012	12.9527608194	0	0	0	0	0	0	0	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.0
CNAG_07449T0-8	7.73707773708	10.8413512414	0	0	0	0	1	0	1	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.00998579537883
CNAG_07449T0-9	8.1964997965	12.2627594628	0	0	0	0	1	0	2	0	4.0	1.0	92.0	125.0	647.0	12.0	84.0	98.0	3153	0.0	0.0399431815153
CNAG_07453T0-1	6.44238230905	13.7226427893	0	0	0	1	1	0	1	0	3.0	11.0	883.0	81.0	492.0	92.0	68.0	71.0	2150	0.0102557428514	0.0137832105229
CNAG_07453T0-2	5.75818749152	13.5185456519	0	0	0	6	1	0	1	0	3.0	11.0	883.0	81.0	492.0	92.0	68.0	71.0	2150	0.36920674265	0.0137832105229
CNAG_07453T0-3	5.80393433727	13.1589200923	0	0	0	3	1	0	0	0	3.0	11.0	883.0	81.0	492.0	92.0	68.0	71.0	2150	0.0923016856624	0.0
CNAG_07455T0-1	7.49380002713	12.8399945733	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1163	0.0	0.0
CNAG_07455T0-2	4.59796499796	13.440347307	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1163	0.0	0.0
CNAG_07456T0-1	5.51181657848	13.5199565866	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2394	0.0	0.0
CNAG_07456T0-2	5.4071360738	12.909673043	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2394	0.0	0.0
CNAG_07456T0-3	7.73707773708	11.179378646	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2394	0.0	0.0
CNAG_07457T0-1	7.16575769909	13.4591235925	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	802	0.0	0.0
CNAG_07457T0-2	5.80393433727	10.9155338489	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	802	0.0	0.0
CNAG_07457T0-3	6.32272418939	13.514638448	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	802	0.0	0.0
CNAG_07457T0-4	5.67808981142	10.4040700041	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	802	0.0	0.0
CNAG_07459T0-1	6.00944240944	11.672337539	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1889	0.0	0.0
CNAG_07460T0-1	5.84875864876	12.119006919	0	0	0	10	0	0	5	1	3.0	14.0	1533.0	146.0	1035.0	86.0	115.0	193.0	2647	0.487519370326	0.126762687451
CNAG_07462T0-1	6.00944240944	12.6671550672	0	0	0	6	1	0	1	0	2.0	2.0	27.0	36.0	107.0	4.0	19.0	17.0	643	1.69766091013	0.0575651733603
CNAG_07462T0-2	7.44940984941	10.7658119658	0	0	0	4	1	0	1	0	2.0	2.0	27.0	36.0	107.0	4.0	19.0	17.0	643	0.754515960057	0.0575651733603
CNAG_07463T0-1	4.89008275675	11.7150454484	0	0	0	0	0	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.0
CNAG_07463T0-10	7.77663817664	10.7425858093	0	0	0	0	0	0	3	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.0238039770922
CNAG_07463T0-11	5.61638854972	10.9024555691	0	0	0	0	1	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.0
CNAG_07463T0-12	7.11002577669	12.6110432777	0	0	0	0	1	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.0
CNAG_07463T0-13	5.22431149098	12.5216117216	0	0	0	0	0	0	1	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.00264488634358
CNAG_07463T0-14	5.67808981142	10.363044363	0	0	0	1	0	0	1	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.00298216636104	0.00264488634358
CNAG_07463T0-15	5.07290733957	12.4255596256	0	0	1	4	1	0	1	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0477146617766	0.00264488634358
CNAG_07463T0-16	5.34288427622	12.5882512549	0	0	0	1	0	0	5	1	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.00298216636104	0.0661221585896
CNAG_07463T0-2	6.36130782797	11.2835164835	0	0	0	1	0	0	1	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.00298216636104	0.00264488634358
CNAG_07463T0-3	4.59796499796	13.0215167549	0	0	0	0	0	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.0
CNAG_07463T0-4	6.41183014516	12.1671957672	0	0	0	2	0	0	1	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0119286654442	0.00264488634358
CNAG_07463T0-5	4.97115723782	11.4399131732	0	0	0	2	0	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0119286654442	0.0
CNAG_07463T0-6	5.59701533035	11.0812101479	0	0	0	1	0	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.00298216636104	0.0
CNAG_07463T0-7	6.86620539954	13.5499118166	0	0	0	1	0	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.00298216636104	0.0
CNAG_07463T0-8	5.42395875729	12.5943291277	0	0	0	0	0	0	2	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.0	0.0105795453743
CNAG_07463T0-9	6.7616334283	12.8240401574	0	0	0	1	1	0	0	0	8.0	29.0	332.0	236.0	1692.0	39.0	284.0	370.0	7688	0.00298216636104	0.0
CNAG_07464T0-1	7.14068647402	10.1673585674	0	0	0	2	1	0	2	0	9.0	20.0	1255.0	206.0	1539.0	111.0	174.0	240.0	3012	0.0131145561608	0.0163101324521
CNAG_07464T0-2	6.76309862977	9.51306471306	0	0	0	5	1	0	3	0	9.0	20.0	1255.0	206.0	1539.0	111.0	174.0	240.0	3012	0.0819659760052	0.0366977980172
CNAG_07464T0-3	7.08403201737	10.7015601682	0	0	0	1	0	0	1	0	9.0	20.0	1255.0	206.0	1539.0	111.0	174.0	240.0	3012	0.00327863904021	0.00407753311302
CNAG_07464T0-4	5.07290733957	13.2517704518	0	0	0	5	2	0	6	0	9.0	20.0	1255.0	206.0	1539.0	111.0	174.0	240.0	3012	0.0819659760052	0.146791192069
CNAG_07465T0-1	5.61638854972	11.6410799077	0	0	0	2	0	0	1	0	1.0	6.0	304.0	45.0	303.0	36.0	33.0	33.0	980	0.0666115575297	0.0296547862765
CNAG_07465T0-2	4.93219373219	12.6587979921	0	1	0	3	0	0	0	0	1.0	6.0	304.0	45.0	303.0	36.0	33.0	33.0	980	0.149876004442	0.0
CNAG_07466T0-1	6.9397368064	10.7306471306	0	0	0	0	1	0	0	0	200.0	615.0	774.0	1394.0	790.0	332.0	1598.0	522.0	2188	0.0	0.0
CNAG_07466T0-2	6.76261022928	12.8240944241	0	0	0	0	0	0	0	0	200.0	615.0	774.0	1394.0	790.0	332.0	1598.0	522.0	2188	0.0	0.0
CNAG_07466T0-3	4.89008275675	12.6736128069	0	0	0	0	0	0	0	0	200.0	615.0	774.0	1394.0	790.0	332.0	1598.0	522.0	2188	0.0	0.0
CNAG_07469T0-1	5.8908696242	13.6344593678	0	0	0	4	0	0	2	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.0162768563964	0.0035012806695
CNAG_07469T0-2	6.4741283408	12.7861077194	0	0	0	3	2	0	0	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.00915573172296	0.0
CNAG_07469T0-3	5.30538597205	13.6113960114	0	0	0	5	0	0	1	1	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.0254325881193	0.000875320167375
CNAG_07469T0-4	4.89008275675	12.7861077194	0	0	0	4	0	0	2	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.0162768563964	0.0035012806695
CNAG_07469T0-5	5.92983312983	13.0355718356	0	0	0	8	3	0	4	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.0651074255855	0.014005122678
CNAG_07469T0-6	5.61638854972	10.5345272012	0	0	0	1	2	0	0	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.00101730352477	0.0
CNAG_07469T0-7	5.38499525166	11.090706824	0	1	0	7	0	0	6	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.0498478727139	0.0315115260255
CNAG_07469T0-8	5.35162121829	11.1661375661	0	0	0	7	1	0	2	0	29.0	144.0	4493.0	590.0	4960.0	324.0	699.0	1118.0	6485	0.0498478727139	0.0035012806695
CNAG_07470T0-1	4.93219373219	11.0004070004	0	0	1	10	1	0	7	0	10.0	37.0	1682.0	300.0	2645.0	88.0	401.0	551.0	4327	0.190768449258	0.0870268410329
CNAG_07470T0-2	7.49255189255	13.1722154389	0	0	0	0	0	0	1	0	10.0	37.0	1682.0	300.0	2645.0	88.0	401.0	551.0	4327	0.0	0.00177605798026
CNAG_07470T0-3	6.48726088726	13.1727581061	1	0	0	7	1	0	7	0	10.0	37.0	1682.0	300.0	2645.0	88.0	401.0	551.0	4327	0.0934765401365	0.0870268410329
CNAG_07470T0-4	5.61638854972	10.534961335	0	0	0	4	4	0	9	0	10.0	37.0	1682.0	300.0	2645.0	88.0	401.0	551.0	4327	0.0305229518813	0.143860696401
CNAG_07470T0-5	4.89008275675	10.1669787003	0	0	0	6	1	0	5	0	10.0	37.0	1682.0	300.0	2645.0	88.0	401.0	551.0	4327	0.0686766417329	0.0444014495066
CNAG_07473T0-1	5.30538597205	13.3968253968	0	0	0	0	0	0	0	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0	0.0
CNAG_07473T0-10	5.55664088997	10.534961335	0	0	0	3	0	0	0	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0134276846085	0.0
CNAG_07473T0-11	4.89008275675	13.397368064	0	0	0	7	2	0	1	1	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0731062828684	0.00172593994202
CNAG_07473T0-12	5.69925383259	12.5357753358	0	0	0	3	0	0	1	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0134276846085	0.00172593994202
CNAG_07473T0-2	5.61069054402	11.2015737349	0	0	0	2	0	0	1	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.00596785982599	0.00172593994202
CNAG_07473T0-3	5.22431149098	13.5644010311	0	0	0	0	0	0	0	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0	0.0
CNAG_07473T0-4	5.51181657848	12.9565052232	0	0	0	8	1	0	1	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0954857572159	0.00172593994202
CNAG_07473T0-5	5.61638854972	12.7718355718	0	0	0	2	0	0	0	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.00596785982599	0.0
CNAG_07473T0-6	5.61069054402	11.9233211233	0	0	0	2	0	0	0	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.00596785982599	0.0
CNAG_07473T0-7	5.80393433727	13.5200651201	0	0	0	6	0	0	5	1	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0537107384339	0.0431484985505
CNAG_07473T0-8	6.74605887939	10.771998372	0	0	0	5	4	0	3	1	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0372991239125	0.0155334594782
CNAG_07473T0-9	7.72030932031	12.8175824176	0	0	0	1	2	0	2	0	17.0	77.0	3048.0	535.0	3382.0	203.0	440.0	567.0	4167	0.0014919649565	0.00690375976808
CNAG_07474T0-1	6.46452313119	12.8612671279	0	0	0	3	1	0	0	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.0328599344037	0.0
CNAG_07474T0-10	5.4071360738	13.0435490435	0	1	0	1	1	0	0	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.00365110382263	0.0
CNAG_07474T0-2	6.09160222494	13.0414326414	0	0	0	9	2	0	2	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.295739409633	0.0147714407113
CNAG_07474T0-3	6.15303215303	12.3276081943	0	0	0	3	0	0	0	1	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.0328599344037	0.0
CNAG_07474T0-4	6.03158323158	10.2919549586	0	0	0	9	1	0	1	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.295739409633	0.00369286017783
CNAG_07474T0-5	6.4741283408	11.280314747	0	0	0	1	0	0	3	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.00365110382263	0.0332357416005
CNAG_07474T0-6	5.90850630851	13.1966354633	0	0	0	0	1	0	0	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.0	0.0
CNAG_07474T0-7	6.18201058201	11.6051553385	0	0	0	0	0	0	1	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.0	0.00369286017783
CNAG_07474T0-8	7.74369827703	11.200976801	0	0	0	0	0	0	0	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.0	0.0
CNAG_07474T0-9	5.98958078958	12.2360059693	0	0	0	2	0	0	1	0	5.0	17.0	1094.0	281.0	1382.0	88.0	198.0	265.0	2024	0.0146044152905	0.00369286017783
CNAG_07476T0-1	4.93219373219	13.2374440374	0	0	0	0	0	0	0	0	1.0	5.0	205.0	23.0	237.0	10.0	27.0	41.0	4234	0.0	0.0
